lineup_type,lambda,selfish_agent,game_idx,seed,turn_order,agent,expected_production,final_vp,total_resources_in_hand,prod_gini_game
CONVEX,0.0,AB,13,14,0,CONVEX,0.638889,4,12,0.24359
CONVEX,0.0,AB,13,14,1,R,0.666667,10,2,0.24359
CONVEX,0.0,AB,13,14,2,AB,0.138889,2,4,0.24359
CONVEX,0.0,AB,14,15,0,CONVEX,0.583333,2,13,0.135802
CONVEX,0.0,AB,14,15,1,R,0.611111,10,6,0.135802
CONVEX,0.0,AB,14,15,2,AB,0.305556,2,3,0.135802
CONVEX,0.0,AB,15,16,0,CONVEX,0.277778,2,3,0.157576
CONVEX,0.0,AB,15,16,1,R,0.611111,10,4,0.157576
CONVEX,0.0,AB,15,16,2,AB,0.638889,2,13,0.157576
CONVEX,0.0,AB,16,17,0,CONVEX,0.666667,10,3,0.181818
CONVEX,0.0,AB,16,17,1,R,0.25,2,6,0.181818
CONVEX,0.0,AB,16,17,2,AB,0.611111,4,11,0.181818
CONVEX,0.0,AB,17,18,0,CONVEX,0.583333,2,15,0.065574
CONVEX,0.0,AB,17,18,1,R,0.638889,10,1,0.065574
CONVEX,0.0,AB,17,18,2,AB,0.472222,3,5,0.065574
CONVEX,0.0,AB,18,19,0,CONVEX,0.611111,10,4,0.128655
CONVEX,0.0,AB,18,19,1,R,0.638889,2,9,0.128655
CONVEX,0.0,AB,18,19,2,AB,0.333333,3,0,0.128655
CONVEX,0.0,AB,19,20,0,CONVEX,0.638889,10,5,0.17284
CONVEX,0.0,AB,19,20,1,R,0.611111,2,8,0.17284
CONVEX,0.0,AB,19,20,2,AB,0.25,3,2,0.17284
CONVEX,0.0,AB,20,21,0,CONVEX,0.694444,2,16,0.068627
CONVEX,0.0,AB,20,21,1,R,0.5,3,8,0.068627
CONVEX,0.0,AB,20,21,2,AB,0.694444,10,2,0.068627
CONVEX,0.0,AB,21,22,0,CONVEX,0.555556,2,8,0.095238
CONVEX,0.0,AB,21,22,1,R,0.611111,11,5,0.095238
CONVEX,0.0,AB,21,22,2,AB,0.388889,2,1,0.095238
CONVEX,0.0,AB,22,23,0,CONVEX,0.527778,6,4,0.043011
CONVEX,0.0,AB,22,23,1,R,0.555556,2,18,0.043011
CONVEX,0.0,AB,22,23,2,AB,0.638889,10,5,0.043011
CONVEX,0.0,AB,23,24,0,CONVEX,0.666667,10,4,0.169492
CONVEX,0.0,AB,23,24,1,R,0.277778,2,5,0.169492
CONVEX,0.0,AB,23,24,2,AB,0.694444,2,14,0.169492
CONVEX,0.0,AB,24,25,0,CONVEX,0.194444,2,2,0.213836
CONVEX,0.0,AB,24,25,1,R,0.611111,3,9,0.213836
CONVEX,0.0,AB,24,25,2,AB,0.666667,10,1,0.213836
CONVEX,0.0,AB,25,26,0,CONVEX,0.666667,10,6,0.126437
CONVEX,0.0,AB,25,26,1,R,0.583333,4,6,0.126437
CONVEX,0.0,AB,25,26,2,AB,0.361111,2,5,0.126437
CONVEX,0.0,AB,26,27,0,CONVEX,0.583333,10,3,0.160494
CONVEX,0.0,AB,26,27,1,R,0.277778,2,2,0.160494
CONVEX,0.0,AB,26,27,2,AB,0.638889,2,5,0.160494
CONVEX,0.0,AB,27,28,0,CONVEX,0.638889,4,16,0.020202
CONVEX,0.0,AB,27,28,1,R,0.611111,10,6,0.020202
CONVEX,0.0,AB,27,28,2,AB,0.583333,5,7,0.020202
CONVEX,0.0,AB,28,29,0,CONVEX,0.527778,10,8,0.115385
CONVEX,0.0,AB,28,29,1,R,0.583333,4,31,0.115385
CONVEX,0.0,AB,28,29,2,AB,0.333333,4,8,0.115385
CONVEX,0.0,AB,29,30,0,CONVEX,0.611111,11,10,0.064516
CONVEX,0.0,AB,29,30,1,R,0.472222,2,3,0.064516
CONVEX,0.0,AB,29,30,2,AB,0.638889,2,11,0.064516
CONVEX,0.0,AB,30,31,0,CONVEX,0.611111,3,3,0.107527
CONVEX,0.0,AB,30,31,1,R,0.416667,2,5,0.107527
CONVEX,0.0,AB,30,31,2,AB,0.694444,10,4,0.107527
CONVEX,0.0,AB,31,32,0,CONVEX,0.583333,2,5,0.163743
CONVEX,0.0,AB,31,32,1,R,0.694444,10,4,0.163743
CONVEX,0.0,AB,31,32,2,AB,0.305556,3,5,0.163743
CONVEX,0.0,AB,32,33,0,CONVEX,0.611111,10,10,0.148148
CONVEX,0.0,AB,32,33,1,R,0.611111,2,5,0.148148
CONVEX,0.0,AB,32,33,2,AB,0.277778,2,4,0.148148
CONVEX,0.0,AB,33,34,0,CONVEX,0.555556,10,6,0.088889
CONVEX,0.0,AB,33,34,1,R,0.444444,2,6,0.088889
CONVEX,0.0,AB,33,34,2,AB,0.666667,2,5,0.088889
CONVEX,0.0,AB,34,35,0,CONVEX,0.583333,10,5,0.055556
CONVEX,0.0,AB,34,35,1,R,0.472222,4,3,0.055556
CONVEX,0.0,AB,34,35,2,AB,0.611111,3,16,0.055556
CONVEX,0.0,AB,35,36,0,CONVEX,0.361111,3,7,0.111111
CONVEX,0.0,AB,35,36,1,R,0.611111,4,31,0.111111
CONVEX,0.0,AB,35,36,2,AB,0.527778,10,3,0.111111
CONVEX,0.0,AB,36,37,0,CONVEX,0.583333,10,6,0.172414
CONVEX,0.0,AB,36,37,1,R,0.722222,4,6,0.172414
CONVEX,0.0,AB,36,37,2,AB,0.305556,2,2,0.172414
CONVEX,0.0,AB,37,38,0,CONVEX,0.666667,10,2,0.300654
CONVEX,0.0,AB,37,38,1,R,0.055556,2,2,0.300654
CONVEX,0.0,AB,37,38,2,AB,0.694444,2,22,0.300654
CONVEX,0.0,AB,38,39,0,CONVEX,0.611111,4,7,0.157576
CONVEX,0.0,AB,38,39,1,R,0.277778,2,2,0.157576
CONVEX,0.0,AB,38,39,2,AB,0.638889,10,5,0.157576
CONVEX,0.0,AB,39,40,0,CONVEX,0.305556,2,3,0.153846
CONVEX,0.0,AB,39,40,1,R,0.638889,2,7,0.153846
CONVEX,0.0,AB,39,40,2,AB,0.5,10,6,0.153846
CONVEX,0.0,AB,40,41,0,CONVEX,0.388889,2,4,0.093567
CONVEX,0.0,AB,40,41,1,R,0.583333,10,7,0.093567
CONVEX,0.0,AB,40,41,2,AB,0.611111,2,7,0.093567
CONVEX,0.0,AB,41,42,0,CONVEX,0.611111,10,7,0.133333
CONVEX,0.0,AB,41,42,1,R,0.611111,2,6,0.133333
CONVEX,0.0,AB,41,42,2,AB,0.305556,2,3,0.133333
CONVEX,0.0,AB,42,43,0,CONVEX,0.722222,4,15,0.271605
CONVEX,0.0,AB,42,43,1,R,0.111111,2,4,0.271605
CONVEX,0.0,AB,42,43,2,AB,0.666667,10,5,0.271605
CONVEX,0.0,AB,43,44,0,CONVEX,0.416667,3,5,0.126984
CONVEX,0.0,AB,43,44,1,R,0.75,2,5,0.126984
CONVEX,0.0,AB,43,44,2,AB,0.583333,10,3,0.126984
CONVEX,0.0,AB,44,45,0,CONVEX,0.222222,2,3,0.173333
CONVEX,0.0,AB,44,45,1,R,0.583333,10,11,0.173333
CONVEX,0.0,AB,44,45,2,AB,0.583333,4,4,0.173333
CONVEX,0.0,AB,45,46,0,CONVEX,0.583333,2,6,0.0
CONVEX,0.0,AB,45,46,1,R,0.583333,2,1,0.0
CONVEX,0.0,AB,45,46,2,AB,0.583333,10,2,0.0
CONVEX,0.0,AB,46,47,0,CONVEX,0.194444,2,3,0.20915
CONVEX,0.0,AB,46,47,1,R,0.583333,4,9,0.20915
CONVEX,0.0,AB,46,47,2,AB,0.638889,10,6,0.20915
CONVEX,0.0,AB,47,48,0,CONVEX,0.611111,10,5,0.137931
CONVEX,0.0,AB,47,48,1,R,0.333333,2,4,0.137931
CONVEX,0.0,AB,47,48,2,AB,0.666667,2,17,0.137931
CONVEX,0.0,AB,48,49,0,CONVEX,0.583333,3,7,0.150943
CONVEX,0.0,AB,48,49,1,R,0.277778,2,4,0.150943
CONVEX,0.0,AB,48,49,2,AB,0.611111,10,5,0.150943
CONVEX,0.0,AB,49,50,0,CONVEX,0.472222,3,8,0.056497
CONVEX,0.0,AB,49,50,1,R,0.555556,10,2,0.056497
CONVEX,0.0,AB,49,50,2,AB,0.611111,2,7,0.056497
CONVEX,0.0,AB,50,51,0,CONVEX,0.722222,4,16,0.185792
CONVEX,0.0,AB,50,51,1,R,0.722222,10,6,0.185792
CONVEX,0.0,AB,50,51,2,AB,0.25,2,5,0.185792
CONVEX,0.0,AB,51,52,0,CONVEX,0.277778,2,5,0.169492
CONVEX,0.0,AB,51,52,1,R,0.666667,2,13,0.169492
CONVEX,0.0,AB,51,52,2,AB,0.694444,10,4,0.169492
CONVEX,0.0,AB,52,53,0,CONVEX,0.611111,10,6,0.2
CONVEX,0.0,AB,52,53,1,R,0.583333,2,5,0.2
CONVEX,0.0,AB,52,53,2,AB,0.194444,2,4,0.2
CONVEX,0.0,AB,53,54,0,CONVEX,0.694444,2,10,0.129032
CONVEX,0.0,AB,53,54,1,R,0.361111,4,5,0.129032
CONVEX,0.0,AB,53,54,2,AB,0.666667,10,7,0.129032
CONVEX,0.0,AB,54,55,0,CONVEX,0.583333,2,6,0.130952
CONVEX,0.0,AB,54,55,1,R,0.638889,10,4,0.130952
CONVEX,0.0,AB,54,55,2,AB,0.333333,2,4,0.130952
CONVEX,0.0,AB,55,56,0,CONVEX,0.583333,10,5,0.154762
CONVEX,0.0,AB,55,56,1,R,0.666667,2,8,0.154762
CONVEX,0.0,AB,55,56,2,AB,0.305556,2,4,0.154762
CONVEX,0.0,AB,56,57,0,CONVEX,0.527778,2,6,0.046784
CONVEX,0.0,AB,56,57,1,R,0.472222,4,5,0.046784
CONVEX,0.0,AB,56,57,2,AB,0.583333,10,4,0.046784
CONVEX,0.0,AB,57,58,0,CONVEX,0.583333,11,6,0.246377
CONVEX,0.0,AB,57,58,1,R,0.583333,2,9,0.246377
CONVEX,0.0,AB,57,58,2,AB,0.111111,4,8,0.246377
CONVEX,0.0,AB,58,59,0,CONVEX,0.638889,6,11,0.119048
CONVEX,0.0,AB,58,59,1,R,0.555556,10,4,0.119048
CONVEX,0.0,AB,58,59,2,AB,0.361111,5,6,0.119048
CONVEX,0.0,AB,59,60,0,CONVEX,0.111111,2,3,0.27451
CONVEX,0.0,AB,59,60,1,R,0.694444,10,7,0.27451
CONVEX,0.0,AB,59,60,2,AB,0.611111,2,8,0.27451
CONVEX,0.0,AB,60,61,0,CONVEX,0.305556,2,2,0.135802
CONVEX,0.0,AB,60,61,1,R,0.611111,2,8,0.135802
CONVEX,0.0,AB,60,61,2,AB,0.583333,10,1,0.135802
CONVEX,0.0,AB,61,62,0,CONVEX,0.583333,10,4,0.090395
CONVEX,0.0,AB,61,62,1,R,0.638889,2,19,0.090395
CONVEX,0.0,AB,61,62,2,AB,0.416667,5,4,0.090395
CONVEX,0.0,AB,62,63,0,CONVEX,0.388889,2,3,0.111111
CONVEX,0.0,AB,62,63,1,R,0.666667,10,3,0.111111
CONVEX,0.0,AB,62,63,2,AB,0.611111,4,11,0.111111
CONVEX,0.0,AB,63,64,0,CONVEX,0.388889,3,4,0.101695
CONVEX,0.0,AB,63,64,1,R,0.611111,2,3,0.101695
CONVEX,0.0,AB,63,64,2,AB,0.638889,10,3,0.101695
CONVEX,0.0,AB,64,65,0,CONVEX,0.472222,3,5,0.071795
CONVEX,0.0,AB,64,65,1,R,0.666667,10,9,0.071795
CONVEX,0.0,AB,64,65,2,AB,0.666667,4,15,0.071795
CONVEX,0.0,AB,65,66,0,CONVEX,0.638889,4,19,0.1
CONVEX,0.0,AB,65,66,1,R,0.388889,2,7,0.1
CONVEX,0.0,AB,65,66,2,AB,0.638889,10,0,0.1
CONVEX,0.0,AB,66,67,0,CONVEX,0.638889,4,6,0.064516
CONVEX,0.0,AB,66,67,1,R,0.611111,10,2,0.064516
CONVEX,0.0,AB,66,67,2,AB,0.472222,3,6,0.064516
CONVEX,0.0,AB,67,68,0,CONVEX,0.527778,10,1,0.253333
CONVEX,0.0,AB,67,68,1,R,0.166667,2,1,0.253333
CONVEX,0.0,AB,67,68,2,AB,0.694444,2,11,0.253333
CONVEX,0.0,AB,68,69,0,CONVEX,0.666667,10,1,0.175439
CONVEX,0.0,AB,68,69,1,R,0.666667,4,18,0.175439
CONVEX,0.0,AB,68,69,2,AB,0.25,3,4,0.175439
CONVEX,0.0,AB,69,70,0,CONVEX,0.638889,2,8,0.158192
CONVEX,0.0,AB,69,70,1,R,0.305556,2,3,0.158192
CONVEX,0.0,AB,69,70,2,AB,0.694444,10,5,0.158192
CONVEX,0.0,AB,70,71,0,CONVEX,0.277778,3,0,0.175439
CONVEX,0.0,AB,70,71,1,R,0.611111,2,6,0.175439
CONVEX,0.0,AB,70,71,2,AB,0.694444,10,8,0.175439
CONVEX,0.0,AB,71,72,0,CONVEX,0.666667,4,8,0.090395
CONVEX,0.0,AB,71,72,1,R,0.527778,10,4,0.090395
CONVEX,0.0,AB,71,72,2,AB,0.444444,2,4,0.090395
CONVEX,0.0,AB,72,73,0,CONVEX,0.444444,3,6,0.114583
CONVEX,0.0,AB,72,73,1,R,0.583333,2,11,0.114583
CONVEX,0.0,AB,72,73,2,AB,0.75,10,4,0.114583
CONVEX,0.0,AB,73,74,0,CONVEX,0.611111,10,5,0.188679
CONVEX,0.0,AB,73,74,1,R,0.638889,4,23,0.188679
CONVEX,0.0,AB,73,74,2,AB,0.222222,2,1,0.188679
CONVEX,0.0,AB,74,75,0,CONVEX,0.388889,2,8,0.11828
CONVEX,0.0,AB,74,75,1,R,0.638889,10,4,0.11828
CONVEX,0.0,AB,74,75,2,AB,0.694444,4,6,0.11828
CONVEX,0.0,AB,75,76,0,CONVEX,0.277778,2,3,0.160494
CONVEX,0.0,AB,75,76,1,R,0.583333,10,6,0.160494
CONVEX,0.0,AB,75,76,2,AB,0.638889,6,9,0.160494
CONVEX,0.0,AB,76,77,0,CONVEX,0.388889,2,6,0.101695
CONVEX,0.0,AB,76,77,1,R,0.611111,10,7,0.101695
CONVEX,0.0,AB,76,77,2,AB,0.638889,2,7,0.101695
CONVEX,0.0,AB,77,78,0,CONVEX,0.583333,4,4,0.235294
CONVEX,0.0,AB,77,78,1,R,0.666667,10,7,0.235294
CONVEX,0.0,AB,77,78,2,AB,0.166667,2,4,0.235294
CONVEX,0.0,AB,78,79,0,CONVEX,0.444444,2,7,0.091954
CONVEX,0.0,AB,78,79,1,R,0.5,2,5,0.091954
CONVEX,0.0,AB,78,79,2,AB,0.666667,10,1,0.091954
CONVEX,0.0,AB,79,80,0,CONVEX,0.388889,2,5,0.116402
CONVEX,0.0,AB,79,80,1,R,0.694444,10,3,0.116402
CONVEX,0.0,AB,79,80,2,AB,0.666667,2,9,0.116402
CONVEX,0.0,AB,80,81,0,CONVEX,0.638889,10,10,0.154762
CONVEX,0.0,AB,80,81,1,R,0.277778,2,5,0.154762
CONVEX,0.0,AB,80,81,2,AB,0.638889,2,6,0.154762
CONVEX,0.0,AB,81,82,0,CONVEX,0.611111,6,26,0.128655
CONVEX,0.0,AB,81,82,1,R,0.333333,7,8,0.128655
CONVEX,0.0,AB,81,82,2,AB,0.638889,10,8,0.128655
CONVEX,0.0,AB,82,83,0,CONVEX,0.25,2,4,0.163522
CONVEX,0.0,AB,82,83,1,R,0.611111,10,6,0.163522
CONVEX,0.0,AB,82,83,2,AB,0.611111,3,5,0.163522
CONVEX,0.0,AB,83,84,0,CONVEX,0.611111,10,7,0.114943
CONVEX,0.0,AB,83,84,1,R,0.361111,3,3,0.114943
CONVEX,0.0,AB,83,84,2,AB,0.638889,2,10,0.114943
CONVEX,0.0,AB,84,85,0,CONVEX,0.583333,4,10,0.185185
CONVEX,0.0,AB,84,85,1,R,0.666667,10,5,0.185185
CONVEX,0.0,AB,84,85,2,AB,0.25,2,4,0.185185
CONVEX,0.0,AB,85,86,0,CONVEX,0.638889,2,12,0.222222
CONVEX,0.0,AB,85,86,1,R,0.166667,2,4,0.222222
CONVEX,0.0,AB,85,86,2,AB,0.611111,10,3,0.222222
CONVEX,0.0,AB,86,87,0,CONVEX,0.583333,2,14,0.063492
CONVEX,0.0,AB,86,87,1,R,0.666667,10,5,0.063492
CONVEX,0.0,AB,86,87,2,AB,0.5,3,5,0.063492
CONVEX,0.0,AB,87,88,0,CONVEX,0.166667,2,2,0.235294
CONVEX,0.0,AB,87,88,1,R,0.666667,4,21,0.235294
CONVEX,0.0,AB,87,88,2,AB,0.583333,10,4,0.235294
CONVEX,0.0,AB,88,89,0,CONVEX,0.777778,2,10,0.190476
CONVEX,0.0,AB,88,89,1,R,0.277778,3,7,0.190476
CONVEX,0.0,AB,88,89,2,AB,0.694444,10,7,0.190476
CONVEX,0.0,AB,89,90,0,CONVEX,0.666667,3,17,0.245614
CONVEX,0.0,AB,89,90,1,R,0.75,10,2,0.245614
CONVEX,0.0,AB,89,90,2,AB,0.166667,2,2,0.245614
CONVEX,0.0,AB,90,91,0,CONVEX,0.694444,4,20,0.234568
CONVEX,0.0,AB,90,91,1,R,0.638889,10,5,0.234568
CONVEX,0.0,AB,90,91,2,AB,0.166667,2,4,0.234568
CONVEX,0.0,AB,91,92,0,CONVEX,0.472222,3,8,0.065574
CONVEX,0.0,AB,91,92,1,R,0.638889,10,6,0.065574
CONVEX,0.0,AB,91,92,2,AB,0.583333,4,12,0.065574
CONVEX,0.0,AB,92,93,0,CONVEX,0.416667,2,5,0.090395
CONVEX,0.0,AB,92,93,1,R,0.583333,10,1,0.090395
CONVEX,0.0,AB,92,93,2,AB,0.638889,2,9,0.090395
CONVEX,0.0,AB,93,94,0,CONVEX,0.666667,10,5,0.154762
CONVEX,0.0,AB,93,94,1,R,0.583333,7,14,0.154762
CONVEX,0.0,AB,93,94,2,AB,0.305556,5,4,0.154762
CONVEX,0.0,AB,94,95,0,CONVEX,0.583333,10,4,0.057471
CONVEX,0.0,AB,94,95,1,R,0.583333,7,35,0.057471
CONVEX,0.0,AB,94,95,2,AB,0.444444,2,4,0.057471
CONVEX,0.0,AB,95,96,0,CONVEX,0.5,3,3,0.0625
CONVEX,0.0,AB,95,96,1,R,0.611111,10,1,0.0625
CONVEX,0.0,AB,95,96,2,AB,0.666667,2,16,0.0625
CONVEX,0.0,AB,96,97,0,CONVEX,0.666667,2,9,0.137931
CONVEX,0.0,AB,96,97,1,R,0.333333,3,3,0.137931
CONVEX,0.0,AB,96,97,2,AB,0.611111,10,6,0.137931
CONVEX,0.0,AB,97,98,0,CONVEX,0.277778,2,4,0.190476
CONVEX,0.0,AB,97,98,1,R,0.555556,2,18,0.190476
CONVEX,0.0,AB,97,98,2,AB,0.722222,10,3,0.190476
CONVEX,0.0,AB,98,99,0,CONVEX,0.5,6,3,0.053763
CONVEX,0.0,AB,98,99,1,R,0.583333,10,5,0.053763
CONVEX,0.0,AB,98,99,2,AB,0.638889,2,8,0.053763
CONVEX,0.0,AB,99,100,0,CONVEX,0.694444,4,11,0.166667
CONVEX,0.0,AB,99,100,1,R,0.305556,2,3,0.166667
CONVEX,0.0,AB,99,100,2,AB,0.555556,10,2,0.166667
CONVEX,0.0,MCTS,0,1,0,CONVEX,0.638889,10,19,0.222222
CONVEX,0.0,MCTS,0,1,1,R,0.5,8,11,0.222222
CONVEX,0.0,MCTS,0,1,2,MCTS,0.194444,2,5,0.222222
CONVEX,0.0,MCTS,1,2,0,CONVEX,0.694444,4,17,0.179487
CONVEX,0.0,MCTS,1,2,1,R,0.444444,11,13,0.179487
CONVEX,0.0,MCTS,1,2,2,MCTS,0.305556,3,4,0.179487
CONVEX,0.0,MCTS,2,3,0,CONVEX,0.611111,3,11,0.079096
CONVEX,0.0,MCTS,2,3,1,R,0.611111,8,5,0.079096
CONVEX,0.0,MCTS,2,3,2,MCTS,0.416667,10,4,0.079096
CONVEX,0.0,MCTS,3,4,0,CONVEX,0.722222,10,25,0.181818
CONVEX,0.0,MCTS,3,4,1,R,0.5,7,10,0.181818
CONVEX,0.0,MCTS,3,4,2,MCTS,0.305556,6,6,0.181818
CONVEX,0.0,MCTS,4,5,0,CONVEX,0.416667,10,12,0.253333
CONVEX,0.0,MCTS,4,5,1,R,0.222222,7,5,0.253333
CONVEX,0.0,MCTS,4,5,2,MCTS,0.75,4,22,0.253333
CONVEX,0.0,MCTS,5,6,0,CONVEX,0.333333,3,4,0.141844
CONVEX,0.0,MCTS,5,6,1,R,0.611111,10,42,0.141844
CONVEX,0.0,MCTS,5,6,2,MCTS,0.361111,2,10,0.141844
CONVEX,0.0,MCTS,6,7,0,CONVEX,0.527778,3,1,0.021858
CONVEX,0.0,MCTS,6,7,1,R,0.583333,10,17,0.021858
CONVEX,0.0,MCTS,6,7,2,MCTS,0.583333,3,12,0.021858
CONVEX,0.0,MCTS,7,8,0,CONVEX,0.611111,7,22,0.222222
CONVEX,0.0,MCTS,7,8,1,R,0.166667,4,3,0.222222
CONVEX,0.0,MCTS,7,8,2,MCTS,0.555556,10,6,0.222222
CONVEX,0.0,MCTS,8,9,0,CONVEX,0.277778,5,4,0.166667
CONVEX,0.0,MCTS,8,9,1,R,0.444444,10,7,0.166667
CONVEX,0.0,MCTS,8,9,2,MCTS,0.611111,4,10,0.166667
CONVEX,0.0,MCTS,9,10,0,CONVEX,0.5,10,2,0.101695
CONVEX,0.0,MCTS,9,10,1,R,0.694444,5,32,0.101695
CONVEX,0.0,MCTS,9,10,2,MCTS,0.444444,7,4,0.101695
CONVEX,0.0,MCTS,10,11,0,CONVEX,0.333333,2,4,0.130719
CONVEX,0.0,MCTS,10,11,1,R,0.472222,5,6,0.130719
CONVEX,0.0,MCTS,10,11,2,MCTS,0.611111,10,41,0.130719
CONVEX,0.0,MCTS,11,12,0,CONVEX,0.25,4,2,0.17284
CONVEX,0.0,MCTS,11,12,1,R,0.611111,10,4,0.17284
CONVEX,0.0,MCTS,11,12,2,MCTS,0.638889,8,7,0.17284
CONVEX,0.0,MCTS,12,13,0,CONVEX,0.277778,5,4,0.185185
CONVEX,0.0,MCTS,12,13,1,R,0.527778,10,2,0.185185
CONVEX,0.0,MCTS,12,13,2,MCTS,0.694444,2,6,0.185185
CONVEX,0.0,MCTS,13,14,0,CONVEX,0.694444,10,25,0.285714
CONVEX,0.0,MCTS,13,14,1,R,0.555556,4,9,0.285714
CONVEX,0.0,MCTS,13,14,2,MCTS,0.111111,5,0,0.285714
CONVEX,0.0,MCTS,14,15,0,CONVEX,0.638889,2,11,0.217687
CONVEX,0.0,MCTS,14,15,1,R,0.527778,10,10,0.217687
CONVEX,0.0,MCTS,14,15,2,MCTS,0.194444,7,7,0.217687
CONVEX,0.0,MCTS,15,16,0,CONVEX,0.277778,2,5,0.217391
CONVEX,0.0,MCTS,15,16,1,R,0.305556,5,4,0.217391
CONVEX,0.0,MCTS,15,16,2,MCTS,0.694444,10,9,0.217391
CONVEX,0.0,MCTS,16,17,0,CONVEX,0.444444,9,4,0.117647
CONVEX,0.0,MCTS,16,17,1,R,0.361111,10,4,0.117647
CONVEX,0.0,MCTS,16,17,2,MCTS,0.611111,4,5,0.117647
CONVEX,0.0,MCTS,17,18,0,CONVEX,0.75,4,17,0.24359
CONVEX,0.0,MCTS,17,18,1,R,0.472222,10,7,0.24359
CONVEX,0.0,MCTS,17,18,2,MCTS,0.222222,2,5,0.24359
CONVEX,0.0,MCTS,18,19,0,CONVEX,0.555556,10,5,0.24
CONVEX,0.0,MCTS,18,19,1,R,0.666667,2,12,0.24
CONVEX,0.0,MCTS,18,19,2,MCTS,0.166667,5,4,0.24
CONVEX,0.0,MCTS,19,20,0,CONVEX,0.444444,10,3,0.060606
CONVEX,0.0,MCTS,19,20,1,R,0.583333,4,27,0.060606
CONVEX,0.0,MCTS,19,20,2,MCTS,0.5,7,13,0.060606
CONVEX,0.0,MCTS,20,21,0,CONVEX,0.777778,10,23,0.202381
CONVEX,0.0,MCTS,20,21,1,R,0.305556,3,6,0.202381
CONVEX,0.0,MCTS,20,21,2,MCTS,0.472222,9,10,0.202381
CONVEX,0.0,MCTS,21,22,0,CONVEX,0.611111,2,12,0.115385
CONVEX,0.0,MCTS,21,22,1,R,0.472222,6,11,0.115385
CONVEX,0.0,MCTS,21,22,2,MCTS,0.361111,10,9,0.115385
CONVEX,0.0,MCTS,22,23,0,CONVEX,0.388889,10,4,0.093333
CONVEX,0.0,MCTS,22,23,1,R,0.583333,2,6,0.093333
CONVEX,0.0,MCTS,22,23,2,MCTS,0.416667,2,6,0.093333
CONVEX,0.0,MCTS,23,24,0,CONVEX,0.694444,10,6,0.195402
CONVEX,0.0,MCTS,23,24,1,R,0.222222,2,4,0.195402
CONVEX,0.0,MCTS,23,24,2,MCTS,0.694444,2,21,0.195402
CONVEX,0.0,MCTS,24,25,0,CONVEX,0.277778,7,7,0.157576
CONVEX,0.0,MCTS,24,25,1,R,0.638889,10,6,0.157576
CONVEX,0.0,MCTS,24,25,2,MCTS,0.611111,5,4,0.157576
CONVEX,0.0,MCTS,25,26,0,CONVEX,0.444444,9,9,0.241135
CONVEX,0.0,MCTS,25,26,1,R,0.666667,4,9,0.241135
CONVEX,0.0,MCTS,25,26,2,MCTS,0.194444,9,7,0.241135
CONVEX,0.0,MCTS,26,27,0,CONVEX,0.416667,2,8,0.118519
CONVEX,0.0,MCTS,26,27,1,R,0.305556,2,5,0.118519
CONVEX,0.0,MCTS,26,27,2,MCTS,0.527778,10,14,0.118519
CONVEX,0.0,MCTS,27,28,0,CONVEX,0.638889,4,8,0.301587
CONVEX,0.0,MCTS,27,28,1,R,0.416667,10,9,0.301587
CONVEX,0.0,MCTS,27,28,2,MCTS,0.111111,2,5,0.301587
CONVEX,0.0,MCTS,28,29,0,CONVEX,0.361111,3,6,0.133333
CONVEX,0.0,MCTS,28,29,1,R,0.666667,4,24,0.133333
CONVEX,0.0,MCTS,28,29,2,MCTS,0.5,10,10,0.133333
CONVEX,0.0,MCTS,29,30,0,CONVEX,0.416667,11,16,0.180556
CONVEX,0.0,MCTS,29,30,1,R,0.277778,7,4,0.180556
CONVEX,0.0,MCTS,29,30,2,MCTS,0.638889,4,13,0.180556
CONVEX,0.0,MCTS,30,31,0,CONVEX,0.666667,4,8,0.163522
CONVEX,0.0,MCTS,30,31,1,R,0.305556,3,6,0.163522
CONVEX,0.0,MCTS,30,31,2,MCTS,0.5,10,2,0.163522
CONVEX,0.0,MCTS,31,32,0,CONVEX,0.694444,2,12,0.124294
CONVEX,0.0,MCTS,31,32,1,R,0.388889,5,8,0.124294
CONVEX,0.0,MCTS,31,32,2,MCTS,0.555556,10,7,0.124294
CONVEX,0.0,MCTS,32,33,0,CONVEX,0.527778,9,8,0.111111
CONVEX,0.0,MCTS,32,33,1,R,0.611111,10,16,0.111111
CONVEX,0.0,MCTS,32,33,2,MCTS,0.361111,4,10,0.111111
CONVEX,0.0,MCTS,33,34,0,CONVEX,0.472222,10,7,0.115385
CONVEX,0.0,MCTS,33,34,1,R,0.361111,3,2,0.115385
CONVEX,0.0,MCTS,33,34,2,MCTS,0.611111,4,15,0.115385
CONVEX,0.0,MCTS,34,35,0,CONVEX,0.555556,10,4,0.230769
CONVEX,0.0,MCTS,34,35,1,R,0.194444,2,2,0.230769
CONVEX,0.0,MCTS,34,35,2,MCTS,0.694444,4,5,0.230769
CONVEX,0.0,MCTS,35,36,0,CONVEX,0.416667,10,3,0.084848
CONVEX,0.0,MCTS,35,36,1,R,0.611111,4,10,0.084848
CONVEX,0.0,MCTS,35,36,2,MCTS,0.5,9,4,0.084848
CONVEX,0.0,MCTS,36,37,0,CONVEX,0.611111,10,11,0.238994
CONVEX,0.0,MCTS,36,37,1,R,0.694444,4,37,0.238994
CONVEX,0.0,MCTS,36,37,2,MCTS,0.166667,2,2,0.238994
