lineup_type,lambda,selfish_agent,game_idx,seed,turn_order,agent,expected_production,final_vp,total_resources_in_hand,prod_gini_game
CONVEX,1.111111,WR,6,7,0,CONVEX,0.472222,10,6,0.12
CONVEX,1.111111,WR,6,7,1,R,0.583333,4,9,0.12
CONVEX,1.111111,WR,6,7,2,WR,0.333333,9,5,0.12
CONVEX,1.111111,WR,7,8,0,CONVEX,0.555556,5,6,0.212121
CONVEX,1.111111,WR,7,8,1,R,0.166667,2,1,0.212121
CONVEX,1.111111,WR,7,8,2,WR,0.5,10,6,0.212121
CONVEX,1.111111,WR,8,9,0,CONVEX,0.277778,5,9,0.198198
CONVEX,1.111111,WR,8,9,1,R,0.222222,6,4,0.198198
CONVEX,1.111111,WR,8,9,2,WR,0.527778,10,16,0.198198
CONVEX,1.111111,WR,9,10,0,CONVEX,0.388889,2,5,0.111111
CONVEX,1.111111,WR,9,10,1,R,0.583333,10,17,0.111111
CONVEX,1.111111,WR,9,10,2,WR,0.361111,2,4,0.111111
CONVEX,1.111111,WR,10,11,0,CONVEX,0.25,5,6,0.18018
CONVEX,1.111111,WR,10,11,1,R,0.25,10,1,0.18018
CONVEX,1.111111,WR,10,11,2,WR,0.527778,7,15,0.18018
CONVEX,1.111111,WR,11,12,0,CONVEX,0.166667,3,4,0.266667
CONVEX,1.111111,WR,11,12,1,R,0.333333,11,2,0.266667
CONVEX,1.111111,WR,11,12,2,WR,0.611111,6,10,0.266667
CONVEX,1.111111,WR,12,13,0,CONVEX,0.388889,2,7,0.144928
CONVEX,1.111111,WR,12,13,1,R,0.305556,6,6,0.144928
CONVEX,1.111111,WR,12,13,2,WR,0.583333,10,10,0.144928
CONVEX,1.111111,WR,13,14,0,CONVEX,0.555556,10,23,0.266667
CONVEX,1.111111,WR,13,14,1,R,0.166667,2,3,0.266667
CONVEX,1.111111,WR,13,14,2,WR,0.25,2,4,0.266667
CONVEX,1.111111,WR,14,15,0,CONVEX,0.638889,3,13,0.115385
CONVEX,1.111111,WR,14,15,1,R,0.388889,10,4,0.115385
CONVEX,1.111111,WR,14,15,2,WR,0.416667,2,9,0.115385
CONVEX,1.111111,WR,15,16,0,CONVEX,0.138889,2,4,0.288288
CONVEX,1.111111,WR,15,16,1,R,0.305556,10,5,0.288288
CONVEX,1.111111,WR,15,16,2,WR,0.583333,2,6,0.288288
CONVEX,1.111111,WR,16,17,0,CONVEX,0.388889,5,2,0.104575
CONVEX,1.111111,WR,16,17,1,R,0.416667,10,2,0.104575
CONVEX,1.111111,WR,16,17,2,WR,0.611111,4,21,0.104575
CONVEX,1.111111,WR,17,18,0,CONVEX,0.5,2,8,0.022989
CONVEX,1.111111,WR,17,18,1,R,0.555556,3,3,0.022989
CONVEX,1.111111,WR,17,18,2,WR,0.555556,10,4,0.022989
CONVEX,1.111111,WR,18,19,0,CONVEX,0.305556,8,7,0.237037
CONVEX,1.111111,WR,18,19,1,R,0.694444,10,22,0.237037
CONVEX,1.111111,WR,18,19,2,WR,0.25,4,3,0.237037
CONVEX,1.111111,WR,19,20,0,CONVEX,0.361111,7,2,0.069444
CONVEX,1.111111,WR,19,20,1,R,0.5,10,13,0.069444
CONVEX,1.111111,WR,19,20,2,WR,0.472222,3,3,0.069444
CONVEX,1.111111,WR,20,21,0,CONVEX,0.638889,7,25,0.115385
CONVEX,1.111111,WR,20,21,1,R,0.416667,10,3,0.115385
CONVEX,1.111111,WR,20,21,2,WR,0.388889,7,4,0.115385
CONVEX,1.111111,WR,21,22,0,CONVEX,0.666667,4,11,0.091954
CONVEX,1.111111,WR,21,22,1,R,0.5,10,1,0.091954
CONVEX,1.111111,WR,21,22,2,WR,0.444444,5,6,0.091954
CONVEX,1.111111,WR,22,23,0,CONVEX,0.416667,8,9,0.062893
CONVEX,1.111111,WR,22,23,1,R,0.555556,5,10,0.062893
CONVEX,1.111111,WR,22,23,2,WR,0.5,10,5,0.062893
CONVEX,1.111111,WR,23,24,0,CONVEX,0.222222,2,6,0.306306
CONVEX,1.111111,WR,23,24,1,R,0.166667,2,1,0.306306
CONVEX,1.111111,WR,23,24,2,WR,0.638889,10,12,0.306306
CONVEX,1.111111,WR,24,25,0,CONVEX,0.25,3,3,0.196078
CONVEX,1.111111,WR,24,25,1,R,0.666667,5,8,0.196078
CONVEX,1.111111,WR,24,25,2,WR,0.5,11,1,0.196078
CONVEX,1.111111,WR,25,26,0,CONVEX,0.472222,5,5,0.12
CONVEX,1.111111,WR,25,26,1,R,0.583333,10,7,0.12
CONVEX,1.111111,WR,25,26,2,WR,0.333333,9,9,0.12
CONVEX,1.111111,WR,26,27,0,CONVEX,0.416667,4,4,0.104575
CONVEX,1.111111,WR,26,27,1,R,0.388889,7,7,0.104575
CONVEX,1.111111,WR,26,27,2,WR,0.611111,10,35,0.104575
CONVEX,1.111111,WR,27,28,0,CONVEX,0.472222,2,10,0.133333
CONVEX,1.111111,WR,27,28,1,R,0.25,2,1,0.133333
CONVEX,1.111111,WR,27,28,2,WR,0.388889,10,3,0.133333
CONVEX,1.111111,WR,28,29,0,CONVEX,0.25,2,5,0.163522
CONVEX,1.111111,WR,28,29,1,R,0.611111,7,7,0.163522
CONVEX,1.111111,WR,28,29,2,WR,0.611111,10,6,0.163522
CONVEX,1.111111,WR,29,30,0,CONVEX,0.305556,6,3,0.169935
CONVEX,1.111111,WR,29,30,1,R,0.444444,10,4,0.169935
CONVEX,1.111111,WR,29,30,2,WR,0.666667,2,7,0.169935
CONVEX,1.111111,WR,30,31,0,CONVEX,0.638889,4,12,0.093567
CONVEX,1.111111,WR,30,31,1,R,0.416667,5,3,0.093567
CONVEX,1.111111,WR,30,31,2,WR,0.527778,10,4,0.093567
CONVEX,1.111111,WR,31,32,0,CONVEX,0.666667,4,14,0.128655
CONVEX,1.111111,WR,31,32,1,R,0.361111,6,8,0.128655
CONVEX,1.111111,WR,31,32,2,WR,0.555556,10,3,0.128655
CONVEX,1.111111,WR,32,33,0,CONVEX,0.222222,3,0,0.211382
CONVEX,1.111111,WR,32,33,1,R,0.583333,6,11,0.211382
CONVEX,1.111111,WR,32,33,2,WR,0.333333,10,8,0.211382
CONVEX,1.111111,WR,33,34,0,CONVEX,0.333333,5,8,0.141844
CONVEX,1.111111,WR,33,34,1,R,0.361111,10,2,0.141844
CONVEX,1.111111,WR,33,34,2,WR,0.611111,7,30,0.141844
CONVEX,1.111111,WR,34,35,0,CONVEX,0.555556,10,4,0.231293
CONVEX,1.111111,WR,34,35,1,R,0.166667,2,1,0.231293
CONVEX,1.111111,WR,34,35,2,WR,0.638889,4,24,0.231293
CONVEX,1.111111,WR,35,36,0,CONVEX,0.472222,4,4,0.100629
CONVEX,1.111111,WR,35,36,1,R,0.611111,4,13,0.100629
CONVEX,1.111111,WR,35,36,2,WR,0.388889,10,6,0.100629
CONVEX,1.111111,WR,36,37,0,CONVEX,0.666667,10,5,0.206897
CONVEX,1.111111,WR,36,37,1,R,0.722222,4,16,0.206897
CONVEX,1.111111,WR,36,37,2,WR,0.222222,2,4,0.206897
CONVEX,1.111111,WR,37,38,0,CONVEX,0.194444,6,8,0.419048
CONVEX,1.111111,WR,37,38,1,R,0.083333,4,5,0.419048
CONVEX,1.111111,WR,37,38,2,WR,0.694444,10,45,0.419048
CONVEX,1.111111,WR,38,39,0,CONVEX,0.638889,2,8,0.20155
CONVEX,1.111111,WR,38,39,1,R,0.277778,2,3,0.20155
CONVEX,1.111111,WR,38,39,2,WR,0.277778,11,7,0.20155
CONVEX,1.111111,WR,39,40,0,CONVEX,0.305556,4,7,0.166667
CONVEX,1.111111,WR,39,40,1,R,0.611111,2,11,0.166667
CONVEX,1.111111,WR,39,40,2,WR,0.305556,10,9,0.166667
CONVEX,1.111111,WR,40,41,0,CONVEX,0.388889,10,6,0.105263
CONVEX,1.111111,WR,40,41,1,R,0.555556,9,12,0.105263
CONVEX,1.111111,WR,40,41,2,WR,0.638889,4,18,0.105263
CONVEX,1.111111,WR,41,42,0,CONVEX,0.25,10,4,0.217687
CONVEX,1.111111,WR,41,42,1,R,0.694444,5,24,0.217687
CONVEX,1.111111,WR,41,42,2,WR,0.416667,6,4,0.217687
CONVEX,1.111111,WR,42,43,0,CONVEX,0.555556,6,7,0.035088
CONVEX,1.111111,WR,42,43,1,R,0.472222,10,7,0.035088
CONVEX,1.111111,WR,42,43,2,WR,0.555556,6,5,0.035088
CONVEX,1.111111,WR,43,44,0,CONVEX,0.388889,3,8,0.142857
CONVEX,1.111111,WR,43,44,1,R,0.722222,5,12,0.142857
CONVEX,1.111111,WR,43,44,2,WR,0.444444,10,1,0.142857
CONVEX,1.111111,WR,44,45,0,CONVEX,0.361111,3,4,0.137931
CONVEX,1.111111,WR,44,45,1,R,0.555556,10,2,0.137931
CONVEX,1.111111,WR,44,45,2,WR,0.694444,2,4,0.137931
CONVEX,1.111111,WR,45,46,0,CONVEX,0.583333,4,6,0.122449
CONVEX,1.111111,WR,45,46,1,R,0.333333,2,5,0.122449
CONVEX,1.111111,WR,45,46,2,WR,0.444444,10,1,0.122449
CONVEX,1.111111,WR,46,47,0,CONVEX,0.416667,10,6,0.390244
CONVEX,1.111111,WR,46,47,1,R,0.694444,7,28,0.390244
CONVEX,1.111111,WR,46,47,2,WR,0.027778,2,2,0.390244
CONVEX,1.111111,WR,47,48,0,CONVEX,0.277778,4,3,0.245614
CONVEX,1.111111,WR,47,48,1,R,0.194444,2,3,0.245614
CONVEX,1.111111,WR,47,48,2,WR,0.583333,10,3,0.245614
CONVEX,1.111111,WR,48,49,0,CONVEX,0.694444,4,49,0.148148
CONVEX,1.111111,WR,48,49,1,R,0.361111,4,3,0.148148
CONVEX,1.111111,WR,48,49,2,WR,0.444444,11,7,0.148148
CONVEX,1.111111,WR,49,50,0,CONVEX,0.333333,10,6,0.108527
CONVEX,1.111111,WR,49,50,1,R,0.333333,9,6,0.108527
CONVEX,1.111111,WR,49,50,2,WR,0.527778,4,24,0.108527
CONVEX,1.111111,WR,50,51,0,CONVEX,0.694444,10,6,0.34188
CONVEX,1.111111,WR,50,51,1,R,0.25,2,2,0.34188
CONVEX,1.111111,WR,50,51,2,WR,0.138889,2,2,0.34188
CONVEX,1.111111,WR,51,52,0,CONVEX,0.277778,3,4,0.202899
CONVEX,1.111111,WR,51,52,1,R,0.666667,10,18,0.202899
CONVEX,1.111111,WR,51,52,2,WR,0.333333,3,4,0.202899
CONVEX,1.111111,WR,52,53,0,CONVEX,0.083333,4,5,0.37037
CONVEX,1.111111,WR,52,53,1,R,0.638889,10,25,0.37037
CONVEX,1.111111,WR,52,53,2,WR,0.277778,8,3,0.37037
CONVEX,1.111111,WR,53,54,0,CONVEX,0.611111,6,10,0.144928
CONVEX,1.111111,WR,53,54,1,R,0.333333,6,6,0.144928
CONVEX,1.111111,WR,53,54,2,WR,0.333333,10,9,0.144928
CONVEX,1.111111,WR,54,55,0,CONVEX,0.611111,3,18,0.150943
CONVEX,1.111111,WR,54,55,1,R,0.277778,10,1,0.150943
CONVEX,1.111111,WR,54,55,2,WR,0.583333,5,10,0.150943
CONVEX,1.111111,WR,55,56,0,CONVEX,0.361111,2,3,0.12
CONVEX,1.111111,WR,55,56,1,R,0.611111,10,7,0.12
CONVEX,1.111111,WR,55,56,2,WR,0.416667,9,5,0.12
CONVEX,1.111111,WR,56,57,0,CONVEX,0.694444,4,6,0.2
CONVEX,1.111111,WR,56,57,1,R,0.277778,5,6,0.2
CONVEX,1.111111,WR,56,57,2,WR,0.416667,10,1,0.2
CONVEX,1.111111,WR,57,58,0,CONVEX,0.333333,5,2,0.12
CONVEX,1.111111,WR,57,58,1,R,0.583333,4,12,0.12
CONVEX,1.111111,WR,57,58,2,WR,0.472222,10,4,0.12
CONVEX,1.111111,WR,58,59,0,CONVEX,0.583333,4,14,0.095238
CONVEX,1.111111,WR,58,59,1,R,0.388889,10,2,0.095238
CONVEX,1.111111,WR,58,59,2,WR,0.388889,3,7,0.095238
CONVEX,1.111111,WR,59,60,0,CONVEX,0.472222,10,3,0.136054
CONVEX,1.111111,WR,59,60,1,R,0.305556,9,8,0.136054
CONVEX,1.111111,WR,59,60,2,WR,0.583333,4,12,0.136054
CONVEX,1.111111,WR,60,61,0,CONVEX,0.305556,3,3,0.16
CONVEX,1.111111,WR,60,61,1,R,0.638889,7,10,0.16
CONVEX,1.111111,WR,60,61,2,WR,0.444444,10,2,0.16
CONVEX,1.111111,WR,61,62,0,CONVEX,0.416667,7,3,0.074074
CONVEX,1.111111,WR,61,62,1,R,0.583333,10,6,0.074074
CONVEX,1.111111,WR,61,62,2,WR,0.5,5,6,0.074074
CONVEX,1.111111,WR,62,63,0,CONVEX,0.416667,6,6,0.10929
CONVEX,1.111111,WR,62,63,1,R,0.583333,5,7,0.10929
CONVEX,1.111111,WR,62,63,2,WR,0.694444,10,12,0.10929
CONVEX,1.111111,WR,63,64,0,CONVEX,0.416667,2,3,0.198582
CONVEX,1.111111,WR,63,64,1,R,0.638889,10,4,0.198582
CONVEX,1.111111,WR,63,64,2,WR,0.25,2,2,0.198582
CONVEX,1.111111,WR,64,65,0,CONVEX,0.333333,5,2,0.179487
CONVEX,1.111111,WR,64,65,1,R,0.388889,7,3,0.179487
CONVEX,1.111111,WR,64,65,2,WR,0.722222,10,9,0.179487
CONVEX,1.111111,WR,65,66,0,CONVEX,0.638889,10,23,0.207407
CONVEX,1.111111,WR,65,66,1,R,0.25,4,7,0.207407
CONVEX,1.111111,WR,65,66,2,WR,0.361111,4,4,0.207407
CONVEX,1.111111,WR,66,67,0,CONVEX,0.694444,10,30,0.222222
CONVEX,1.111111,WR,66,67,1,R,0.25,4,5,0.222222
CONVEX,1.111111,WR,66,67,2,WR,0.388889,4,3,0.222222
CONVEX,1.111111,WR,67,68,0,CONVEX,0.527778,10,9,0.190476
CONVEX,1.111111,WR,67,68,1,R,0.222222,7,6,0.190476
CONVEX,1.111111,WR,67,68,2,WR,0.611111,4,28,0.190476
CONVEX,1.111111,WR,68,69,0,CONVEX,0.5,10,5,0.169935
CONVEX,1.111111,WR,68,69,1,R,0.638889,4,10,0.169935
CONVEX,1.111111,WR,68,69,2,WR,0.277778,6,1,0.169935
CONVEX,1.111111,WR,69,70,0,CONVEX,0.694444,4,11,0.197531
CONVEX,1.111111,WR,69,70,1,R,0.25,3,5,0.197531
CONVEX,1.111111,WR,69,70,2,WR,0.555556,10,7,0.197531
CONVEX,1.111111,WR,70,71,0,CONVEX,0.055556,2,4,0.304348
CONVEX,1.111111,WR,70,71,1,R,0.638889,4,11,0.304348
CONVEX,1.111111,WR,70,71,2,WR,0.583333,10,8,0.304348
CONVEX,1.111111,WR,71,72,0,CONVEX,0.555556,9,6,0.136364
CONVEX,1.111111,WR,71,72,1,R,0.361111,10,3,0.136364
CONVEX,1.111111,WR,71,72,2,WR,0.305556,7,7,0.136364
CONVEX,1.111111,WR,72,73,0,CONVEX,0.333333,5,5,0.194444
CONVEX,1.111111,WR,72,73,1,R,0.694444,2,17,0.194444
CONVEX,1.111111,WR,72,73,2,WR,0.305556,10,3,0.194444
CONVEX,1.111111,WR,73,74,0,CONVEX,0.333333,10,10,0.144928
CONVEX,1.111111,WR,73,74,1,R,0.611111,2,12,0.144928
CONVEX,1.111111,WR,73,74,2,WR,0.333333,3,6,0.144928
CONVEX,1.111111,WR,74,75,0,CONVEX,0.388889,7,9,0.138365
CONVEX,1.111111,WR,74,75,1,R,0.388889,10,2,0.138365
CONVEX,1.111111,WR,74,75,2,WR,0.694444,2,6,0.138365
CONVEX,1.111111,WR,75,76,0,CONVEX,0.305556,10,5,0.351852
CONVEX,1.111111,WR,75,76,1,R,0.083333,3,2,0.351852
CONVEX,1.111111,WR,75,76,2,WR,0.611111,4,27,0.351852
CONVEX,1.111111,WR,76,77,0,CONVEX,0.416667,5,5,0.083333
CONVEX,1.111111,WR,76,77,1,R,0.527778,10,1,0.083333
CONVEX,1.111111,WR,76,77,2,WR,0.611111,2,12,0.083333
CONVEX,1.111111,WR,77,78,0,CONVEX,0.583333,4,14,0.248062
CONVEX,1.111111,WR,77,78,1,R,0.138889,10,2,0.248062
CONVEX,1.111111,WR,77,78,2,WR,0.472222,7,7,0.248062
CONVEX,1.111111,WR,78,79,0,CONVEX,0.722222,7,20,0.137931
CONVEX,1.111111,WR,78,79,1,R,0.388889,5,6,0.137931
CONVEX,1.111111,WR,78,79,2,WR,0.5,10,8,0.137931
CONVEX,1.111111,WR,79,80,0,CONVEX,0.416667,2,4,0.20915
CONVEX,1.111111,WR,79,80,1,R,0.277778,5,4,0.20915
CONVEX,1.111111,WR,79,80,2,WR,0.722222,10,20,0.20915
CONVEX,1.111111,WR,80,81,0,CONVEX,0.277778,3,2,0.156028
CONVEX,1.111111,WR,80,81,1,R,0.444444,11,6,0.156028
CONVEX,1.111111,WR,80,81,2,WR,0.583333,4,19,0.156028
CONVEX,1.111111,WR,81,82,0,CONVEX,0.666667,10,10,0.20915
CONVEX,1.111111,WR,81,82,1,R,0.222222,6,7,0.20915
CONVEX,1.111111,WR,81,82,2,WR,0.527778,9,8,0.20915
CONVEX,1.111111,WR,82,83,0,CONVEX,0.388889,2,4,0.043478
CONVEX,1.111111,WR,82,83,1,R,0.416667,11,3,0.043478
CONVEX,1.111111,WR,82,83,2,WR,0.472222,4,6,0.043478
CONVEX,1.111111,WR,83,84,0,CONVEX,0.277778,5,5,0.173333
CONVEX,1.111111,WR,83,84,1,R,0.472222,11,5,0.173333
CONVEX,1.111111,WR,83,84,2,WR,0.638889,4,16,0.173333
CONVEX,1.111111,WR,84,85,0,CONVEX,0.611111,4,5,0.117647
CONVEX,1.111111,WR,84,85,1,R,0.361111,10,0,0.117647
CONVEX,1.111111,WR,84,85,2,WR,0.444444,5,7,0.117647
CONVEX,1.111111,WR,85,86,0,CONVEX,0.611111,4,13,0.307692
CONVEX,1.111111,WR,85,86,1,R,0.361111,8,3,0.307692
CONVEX,1.111111,WR,85,86,2,WR,0.111111,10,2,0.307692
CONVEX,1.111111,WR,86,87,0,CONVEX,0.611111,4,16,0.150943
CONVEX,1.111111,WR,86,87,1,R,0.277778,2,1,0.150943
CONVEX,1.111111,WR,86,87,2,WR,0.583333,11,3,0.150943
CONVEX,1.111111,WR,87,88,0,CONVEX,0.305556,8,8,0.194444
CONVEX,1.111111,WR,87,88,1,R,0.694444,4,24,0.194444
CONVEX,1.111111,WR,87,88,2,WR,0.333333,10,3,0.194444
CONVEX,1.111111,WR,88,89,0,CONVEX,0.638889,10,25,0.290598
CONVEX,1.111111,WR,88,89,1,R,0.166667,2,4,0.290598
CONVEX,1.111111,WR,88,89,2,WR,0.277778,2,2,0.290598
CONVEX,1.111111,WR,89,90,0,CONVEX,0.666667,4,5,0.186667
CONVEX,1.111111,WR,89,90,1,R,0.277778,7,3,0.186667
CONVEX,1.111111,WR,89,90,2,WR,0.444444,10,4,0.186667
CONVEX,1.111111,WR,90,91,0,CONVEX,0.611111,4,37,0.206349
CONVEX,1.111111,WR,90,91,1,R,0.25,10,2,0.206349
CONVEX,1.111111,WR,90,91,2,WR,0.305556,2,6,0.206349
CONVEX,1.111111,WR,91,92,0,CONVEX,0.611111,10,7,0.179487
CONVEX,1.111111,WR,91,92,1,R,0.222222,6,3,0.179487
CONVEX,1.111111,WR,91,92,2,WR,0.611111,4,10,0.179487
CONVEX,1.111111,WR,92,93,0,CONVEX,0.305556,3,3,0.133333
CONVEX,1.111111,WR,92,93,1,R,0.388889,4,6,0.133333
CONVEX,1.111111,WR,92,93,2,WR,0.555556,10,18,0.133333
CONVEX,1.111111,WR,93,94,0,CONVEX,0.333333,10,3,0.133333
CONVEX,1.111111,WR,93,94,1,R,0.583333,4,17,0.133333
CONVEX,1.111111,WR,93,94,2,WR,0.333333,5,4,0.133333
CONVEX,1.111111,WR,94,95,0,CONVEX,0.277778,2,9,0.15942
CONVEX,1.111111,WR,94,95,1,R,0.583333,10,12,0.15942
CONVEX,1.111111,WR,94,95,2,WR,0.416667,4,5,0.15942
CONVEX,1.111111,WR,95,96,0,CONVEX,0.555556,6,3,0.011299
CONVEX,1.111111,WR,95,96,1,R,0.527778,10,10,0.011299
CONVEX,1.111111,WR,95,96,2,WR,0.555556,5,32,0.011299
CONVEX,1.111111,WR,96,97,0,CONVEX,0.583333,10,14,0.170543
CONVEX,1.111111,WR,96,97,1,R,0.333333,3,6,0.170543
CONVEX,1.111111,WR,96,97,2,WR,0.277778,5,5,0.170543
CONVEX,1.111111,WR,97,98,0,CONVEX,0.277778,10,2,0.276423
CONVEX,1.111111,WR,97,98,1,R,0.666667,4,9,0.276423
CONVEX,1.111111,WR,97,98,2,WR,0.194444,4,3,0.276423
CONVEX,1.111111,WR,98,99,0,CONVEX,0.333333,3,5,0.166667
CONVEX,1.111111,WR,98,99,1,R,0.333333,5,4,0.166667
CONVEX,1.111111,WR,98,99,2,WR,0.666667,10,31,0.166667
CONVEX,1.111111,WR,99,100,0,CONVEX,0.694444,4,8,0.246377
CONVEX,1.111111,WR,99,100,1,R,0.222222,6,3,0.246377
CONVEX,1.111111,WR,99,100,2,WR,0.361111,10,2,0.246377
CONVEX,1.333333,GREEDY,0,1,0,CONVEX,0.583333,10,7,0.187135
CONVEX,1.333333,GREEDY,0,1,1,R,0.722222,9,24,0.187135
CONVEX,1.333333,GREEDY,0,1,2,GREEDY,0.277778,6,5,0.187135
CONVEX,1.333333,GREEDY,1,2,0,CONVEX,0.611111,6,9,0.185792
CONVEX,1.333333,GREEDY,1,2,1,R,0.777778,9,6,0.185792
CONVEX,1.333333,GREEDY,1,2,2,GREEDY,0.305556,10,0,0.185792
CONVEX,1.333333,GREEDY,2,3,0,CONVEX,0.5,2,10,0.197531
CONVEX,1.333333,GREEDY,2,3,1,R,0.722222,4,28,0.197531
CONVEX,1.333333,GREEDY,2,3,2,GREEDY,0.277778,10,4,0.197531
CONVEX,1.333333,GREEDY,3,4,0,CONVEX,0.583333,2,8,0.042328
CONVEX,1.333333,GREEDY,3,4,1,R,0.527778,11,6,0.042328
CONVEX,1.333333,GREEDY,3,4,2,GREEDY,0.638889,2,8,0.042328
CONVEX,1.333333,GREEDY,4,5,0,CONVEX,0.805556,4,12,0.14359
CONVEX,1.333333,GREEDY,4,5,1,R,0.416667,10,1,0.14359
CONVEX,1.333333,GREEDY,4,5,2,GREEDY,0.583333,3,7,0.14359
CONVEX,1.333333,GREEDY,5,6,0,CONVEX,0.638889,4,15,0.088889
CONVEX,1.333333,GREEDY,5,6,1,R,0.611111,10,10,0.088889
CONVEX,1.333333,GREEDY,5,6,2,GREEDY,0.416667,8,6,0.088889
CONVEX,1.333333,GREEDY,6,7,0,CONVEX,0.388889,4,2,0.105263
CONVEX,1.333333,GREEDY,6,7,1,R,0.555556,7,11,0.105263
CONVEX,1.333333,GREEDY,6,7,2,GREEDY,0.638889,10,15,0.105263
CONVEX,1.333333,GREEDY,7,8,0,CONVEX,0.527778,10,19,0.235294
CONVEX,1.333333,GREEDY,7,8,1,R,0.194444,2,6,0.235294
CONVEX,1.333333,GREEDY,7,8,2,GREEDY,0.694444,6,17,0.235294
CONVEX,1.333333,GREEDY,8,9,0,CONVEX,0.277778,10,3,0.153846
CONVEX,1.333333,GREEDY,8,9,1,R,0.611111,2,6,0.153846
CONVEX,1.333333,GREEDY,8,9,2,GREEDY,0.555556,2,5,0.153846
CONVEX,1.333333,GREEDY,9,10,0,CONVEX,0.666667,3,11,0.076503
CONVEX,1.333333,GREEDY,9,10,1,R,0.555556,10,12,0.076503
CONVEX,1.333333,GREEDY,9,10,2,GREEDY,0.472222,3,3,0.076503
CONVEX,1.333333,GREEDY,10,11,0,CONVEX,0.194444,10,2,0.20915
CONVEX,1.333333,GREEDY,10,11,1,R,0.638889,6,29,0.20915
CONVEX,1.333333,GREEDY,10,11,2,GREEDY,0.583333,5,25,0.20915
CONVEX,1.333333,GREEDY,11,12,0,CONVEX,0.25,3,2,0.185185
CONVEX,1.333333,GREEDY,11,12,1,R,0.666667,2,8,0.185185
CONVEX,1.333333,GREEDY,11,12,2,GREEDY,0.583333,10,4,0.185185
CONVEX,1.333333,GREEDY,12,13,0,CONVEX,0.305556,2,6,0.152047
CONVEX,1.333333,GREEDY,12,13,1,R,0.666667,5,22,0.152047
CONVEX,1.333333,GREEDY,12,13,2,GREEDY,0.611111,10,9,0.152047
CONVEX,1.333333,GREEDY,13,14,0,CONVEX,0.611111,10,8,0.25641
CONVEX,1.333333,GREEDY,13,14,1,R,0.694444,6,13,0.25641
CONVEX,1.333333,GREEDY,13,14,2,GREEDY,0.138889,8,4,0.25641
CONVEX,1.333333,GREEDY,14,15,0,CONVEX,0.555556,2,10,0.17284
CONVEX,1.333333,GREEDY,14,15,1,R,0.666667,2,8,0.17284
CONVEX,1.333333,GREEDY,14,15,2,GREEDY,0.277778,10,3,0.17284
CONVEX,1.333333,GREEDY,15,16,0,CONVEX,0.25,10,2,0.195402
CONVEX,1.333333,GREEDY,15,16,1,R,0.722222,2,15,0.195402
CONVEX,1.333333,GREEDY,15,16,2,GREEDY,0.638889,4,19,0.195402
CONVEX,1.333333,GREEDY,16,17,0,CONVEX,0.694444,4,13,0.190476
CONVEX,1.333333,GREEDY,16,17,1,R,0.25,10,3,0.190476
CONVEX,1.333333,GREEDY,16,17,2,GREEDY,0.611111,4,11,0.190476
CONVEX,1.333333,GREEDY,17,18,0,CONVEX,0.666667,2,12,0.072917
CONVEX,1.333333,GREEDY,17,18,1,R,0.638889,4,18,0.072917
CONVEX,1.333333,GREEDY,17,18,2,GREEDY,0.472222,10,2,0.072917
CONVEX,1.333333,GREEDY,18,19,0,CONVEX,0.722222,5,44,0.158192
CONVEX,1.333333,GREEDY,18,19,1,R,0.583333,10,33,0.158192
CONVEX,1.333333,GREEDY,18,19,2,GREEDY,0.333333,8,8,0.158192
CONVEX,1.333333,GREEDY,19,20,0,CONVEX,0.722222,10,21,0.213836
CONVEX,1.333333,GREEDY,19,20,1,R,0.5,3,9,0.213836
CONVEX,1.333333,GREEDY,19,20,2,GREEDY,0.25,2,6,0.213836
CONVEX,1.333333,GREEDY,20,21,0,CONVEX,0.638889,3,10,0.029412
CONVEX,1.333333,GREEDY,20,21,1,R,0.583333,3,1,0.029412
CONVEX,1.333333,GREEDY,20,21,2,GREEDY,0.666667,10,4,0.029412
CONVEX,1.333333,GREEDY,21,22,0,CONVEX,0.611111,10,12,0.079096
CONVEX,1.333333,GREEDY,21,22,1,R,0.611111,4,19,0.079096
CONVEX,1.333333,GREEDY,21,22,2,GREEDY,0.416667,3,6,0.079096
CONVEX,1.333333,GREEDY,22,23,0,CONVEX,0.5,10,8,0.054645
CONVEX,1.333333,GREEDY,22,23,1,R,0.555556,2,5,0.054645
CONVEX,1.333333,GREEDY,22,23,2,GREEDY,0.638889,9,25,0.054645
CONVEX,1.333333,GREEDY,23,24,0,CONVEX,0.694444,9,31,0.122222
CONVEX,1.333333,GREEDY,23,24,1,R,0.388889,5,5,0.122222
CONVEX,1.333333,GREEDY,23,24,2,GREEDY,0.583333,10,19,0.122222
CONVEX,1.333333,GREEDY,24,25,0,CONVEX,0.194444,2,5,0.222222
CONVEX,1.333333,GREEDY,24,25,1,R,0.611111,2,3,0.222222
CONVEX,1.333333,GREEDY,24,25,2,GREEDY,0.694444,11,16,0.222222
CONVEX,1.333333,GREEDY,25,26,0,CONVEX,0.666667,3,9,0.126437
CONVEX,1.333333,GREEDY,25,26,1,R,0.583333,5,4,0.126437
CONVEX,1.333333,GREEDY,25,26,2,GREEDY,0.361111,10,6,0.126437
CONVEX,1.333333,GREEDY,26,27,0,CONVEX,0.638889,10,23,0.154762
CONVEX,1.333333,GREEDY,26,27,1,R,0.277778,4,4,0.154762
