lineup_type,lambda,selfish_agent,game_idx,seed,prod_gini,prod_min,prod_max,prod_range,winner_agent,num_turns
CONVEX,1.777778,VALUE,0,1,0.137931,0.388889,0.722222,0.333333,R,83
CONVEX,1.777778,VALUE,1,2,0.19209,0.305556,0.777778,0.472222,R,101
CONVEX,1.777778,VALUE,2,3,0.283688,0.083333,0.638889,0.555556,R,116
CONVEX,1.777778,VALUE,3,4,0.133333,0.361111,0.722222,0.361111,VALUE,135
CONVEX,1.777778,VALUE,4,5,0.14359,0.416667,0.805556,0.388889,CONVEX,52
CONVEX,1.777778,VALUE,5,6,0.088889,0.416667,0.638889,0.222222,CONVEX,79
CONVEX,1.777778,VALUE,6,7,0.060606,0.444444,0.583333,0.138889,VALUE,93
CONVEX,1.777778,VALUE,7,8,0.213333,0.194444,0.638889,0.444444,VALUE,168
CONVEX,1.777778,VALUE,8,9,0.133333,0.277778,0.555556,0.277778,R,92
CONVEX,1.777778,VALUE,9,10,0.076503,0.472222,0.666667,0.194444,CONVEX,52
CONVEX,1.777778,VALUE,10,11,0.20915,0.194444,0.638889,0.444444,R,68
CONVEX,1.777778,VALUE,11,12,0.2,0.194444,0.611111,0.416667,R,101
CONVEX,1.777778,VALUE,12,13,0.152047,0.305556,0.666667,0.361111,R,89
CONVEX,1.777778,VALUE,13,14,0.25641,0.138889,0.694444,0.555556,R,152
CONVEX,1.777778,VALUE,14,15,0.166667,0.25,0.611111,0.361111,R,92
CONVEX,1.777778,VALUE,15,16,0.187135,0.277778,0.722222,0.444444,R,98
CONVEX,1.777778,VALUE,16,17,0.181818,0.25,0.666667,0.416667,CONVEX,55
CONVEX,1.777778,VALUE,17,18,0.065574,0.472222,0.638889,0.166667,R,74
CONVEX,1.777778,VALUE,18,19,0.074074,0.472222,0.666667,0.194444,CONVEX,94
CONVEX,1.777778,VALUE,19,20,0.176101,0.25,0.638889,0.388889,CONVEX,70
CONVEX,1.777778,VALUE,20,21,0.063492,0.527778,0.694444,0.166667,VALUE,87
CONVEX,1.777778,VALUE,21,22,0.079096,0.416667,0.611111,0.194444,R,71
CONVEX,1.777778,VALUE,22,23,0.054645,0.5,0.638889,0.138889,VALUE,114
CONVEX,1.777778,VALUE,23,24,0.166667,0.277778,0.666667,0.388889,CONVEX,67
CONVEX,1.777778,VALUE,24,25,0.209877,0.194444,0.666667,0.472222,VALUE,87
CONVEX,1.777778,VALUE,25,26,0.105263,0.361111,0.611111,0.25,CONVEX,133
CONVEX,1.777778,VALUE,26,27,0.156863,0.277778,0.611111,0.333333,CONVEX,73
CONVEX,1.777778,VALUE,27,28,0.045977,0.472222,0.583333,0.111111,R,155
CONVEX,1.777778,VALUE,28,29,0.217687,0.166667,0.611111,0.444444,CONVEX,91
CONVEX,1.777778,VALUE,29,30,0.137931,0.361111,0.694444,0.333333,CONVEX,118
CONVEX,1.777778,VALUE,30,31,0.121212,0.416667,0.694444,0.277778,VALUE,102
CONVEX,1.777778,VALUE,31,32,0.035714,0.472222,0.555556,0.083333,R,131
CONVEX,1.777778,VALUE,32,33,0.150943,0.277778,0.611111,0.333333,CONVEX,58
CONVEX,1.777778,VALUE,33,34,0.124294,0.361111,0.666667,0.305556,CONVEX,109
CONVEX,1.777778,VALUE,34,35,0.128655,0.333333,0.638889,0.305556,CONVEX,70
CONVEX,1.777778,VALUE,35,36,0.098765,0.361111,0.583333,0.222222,VALUE,72
CONVEX,1.777778,VALUE,36,37,0.16129,0.305556,0.722222,0.416667,CONVEX,76
CONVEX,1.777778,VALUE,37,38,0.287879,0.055556,0.583333,0.527778,CONVEX,64
CONVEX,1.777778,VALUE,38,39,0.154762,0.277778,0.638889,0.361111,VALUE,69
CONVEX,1.777778,VALUE,39,40,0.117647,0.305556,0.555556,0.25,VALUE,204
CONVEX,1.777778,VALUE,40,41,0.091954,0.388889,0.611111,0.222222,R,68
CONVEX,1.777778,VALUE,41,42,0.205128,0.222222,0.666667,0.444444,CONVEX,52
CONVEX,1.777778,VALUE,42,43,0.177778,0.333333,0.777778,0.444444,VALUE,99
CONVEX,1.777778,VALUE,43,44,0.133333,0.333333,0.638889,0.305556,VALUE,72
CONVEX,1.777778,VALUE,44,45,0.107527,0.416667,0.694444,0.277778,R,62
CONVEX,1.777778,VALUE,45,46,0.0,0.583333,0.583333,0.0,VALUE,63
CONVEX,1.777778,VALUE,46,47,0.235294,0.194444,0.694444,0.5,VALUE,75
CONVEX,1.777778,VALUE,47,48,0.150943,0.277778,0.611111,0.333333,CONVEX,103
CONVEX,1.777778,VALUE,48,49,0.172414,0.277778,0.694444,0.416667,VALUE,69
CONVEX,1.777778,VALUE,49,50,0.065574,0.472222,0.638889,0.166667,R,77
CONVEX,1.777778,VALUE,50,51,0.290909,0.083333,0.75,0.666667,R,65
CONVEX,1.777778,VALUE,51,52,0.175439,0.277778,0.694444,0.416667,VALUE,108
CONVEX,1.777778,VALUE,52,53,0.178571,0.25,0.666667,0.416667,CONVEX,145
CONVEX,1.777778,VALUE,53,54,0.116402,0.444444,0.75,0.305556,VALUE,54
CONVEX,1.777778,VALUE,54,55,0.185792,0.277778,0.75,0.472222,R,122
CONVEX,1.777778,VALUE,55,56,0.153846,0.305556,0.638889,0.333333,CONVEX,55
CONVEX,1.777778,VALUE,56,57,0.069652,0.5,0.694444,0.194444,VALUE,93
CONVEX,1.777778,VALUE,57,58,0.246377,0.111111,0.583333,0.472222,CONVEX,73
CONVEX,1.777778,VALUE,58,59,0.111111,0.361111,0.611111,0.25,R,92
CONVEX,1.777778,VALUE,59,60,0.301887,0.111111,0.777778,0.666667,R,53
CONVEX,1.777778,VALUE,60,61,0.130952,0.333333,0.638889,0.305556,VALUE,75
CONVEX,1.777778,VALUE,61,62,0.072727,0.416667,0.583333,0.166667,CONVEX,79
CONVEX,1.777778,VALUE,62,63,0.1,0.416667,0.666667,0.25,R,56
CONVEX,1.777778,VALUE,63,64,0.141026,0.277778,0.583333,0.305556,VALUE,84
CONVEX,1.777778,VALUE,64,65,0.107527,0.388889,0.666667,0.277778,R,71
CONVEX,1.777778,VALUE,65,66,0.109091,0.388889,0.638889,0.25,VALUE,66
CONVEX,1.777778,VALUE,66,67,0.054645,0.472222,0.611111,0.138889,R,77
CONVEX,1.777778,VALUE,67,68,0.272109,0.111111,0.666667,0.555556,CONVEX,163
CONVEX,1.777778,VALUE,68,69,0.181818,0.25,0.666667,0.416667,CONVEX,49
CONVEX,1.777778,VALUE,69,70,0.155556,0.305556,0.694444,0.388889,VALUE,69
CONVEX,1.777778,VALUE,70,71,0.169697,0.277778,0.666667,0.388889,VALUE,75
CONVEX,1.777778,VALUE,71,72,0.142857,0.333333,0.666667,0.333333,R,56
CONVEX,1.777778,VALUE,72,73,0.183908,0.305556,0.75,0.444444,VALUE,66
CONVEX,1.777778,VALUE,73,74,0.148148,0.277778,0.611111,0.333333,CONVEX,70
CONVEX,1.777778,VALUE,74,75,0.11828,0.388889,0.694444,0.305556,R,44
CONVEX,1.777778,VALUE,75,76,0.143791,0.277778,0.583333,0.305556,R,62
CONVEX,1.777778,VALUE,76,77,0.101695,0.388889,0.638889,0.25,R,128
CONVEX,1.777778,VALUE,77,78,0.193939,0.25,0.694444,0.444444,R,113
CONVEX,1.777778,VALUE,78,79,0.069652,0.5,0.694444,0.194444,VALUE,48
CONVEX,1.777778,VALUE,79,80,0.126984,0.388889,0.722222,0.333333,R,68
CONVEX,1.777778,VALUE,80,81,0.150943,0.277778,0.611111,0.333333,CONVEX,76
CONVEX,1.777778,VALUE,81,82,0.130952,0.333333,0.638889,0.305556,VALUE,138
CONVEX,1.777778,VALUE,82,83,0.148148,0.305556,0.638889,0.333333,R,77
CONVEX,1.777778,VALUE,83,84,0.114943,0.361111,0.638889,0.277778,CONVEX,106
CONVEX,1.777778,VALUE,84,85,0.185185,0.25,0.666667,0.416667,R,92
CONVEX,1.777778,VALUE,85,86,0.166667,0.25,0.611111,0.361111,VALUE,150
CONVEX,1.777778,VALUE,86,87,0.107527,0.444444,0.722222,0.277778,R,101
CONVEX,1.777778,VALUE,87,88,0.235294,0.166667,0.666667,0.5,VALUE,54
CONVEX,1.777778,VALUE,88,89,0.283951,0.111111,0.75,0.638889,VALUE,123
CONVEX,1.777778,VALUE,89,90,0.307692,0.138889,0.805556,0.666667,R,59
CONVEX,1.777778,VALUE,90,91,0.149425,0.333333,0.694444,0.361111,R,86
CONVEX,1.777778,VALUE,91,92,0.063492,0.472222,0.638889,0.166667,R,65
CONVEX,1.777778,VALUE,92,93,0.087432,0.444444,0.666667,0.222222,R,95
CONVEX,1.777778,VALUE,93,94,0.154762,0.305556,0.666667,0.361111,CONVEX,52
CONVEX,1.777778,VALUE,94,95,0.05848,0.444444,0.583333,0.138889,CONVEX,64
CONVEX,1.777778,VALUE,95,96,0.054645,0.5,0.638889,0.138889,R,65
CONVEX,1.777778,VALUE,96,97,0.176871,0.222222,0.583333,0.361111,VALUE,87
CONVEX,1.777778,VALUE,97,98,0.166667,0.277778,0.666667,0.388889,VALUE,93
CONVEX,1.777778,VALUE,98,99,0.053763,0.5,0.638889,0.138889,R,146
CONVEX,1.777778,VALUE,99,100,0.149425,0.305556,0.666667,0.361111,VALUE,63
CONVEX,1.777778,WR,0,1,0.166667,0.305556,0.638889,0.333333,CONVEX,133
CONVEX,1.777778,WR,1,2,0.222222,0.25,0.694444,0.444444,CONVEX,175
CONVEX,1.777778,WR,2,3,0.255319,0.166667,0.666667,0.5,WR,273
CONVEX,1.777778,WR,3,4,0.163522,0.361111,0.722222,0.361111,WR,141
CONVEX,1.777778,WR,4,5,0.287582,0.111111,0.722222,0.611111,R,179
CONVEX,1.777778,WR,5,6,0.08805,0.388889,0.583333,0.194444,R,92
CONVEX,1.777778,WR,6,7,0.184397,0.277778,0.638889,0.361111,R,233
CONVEX,1.777778,WR,7,8,0.318182,0.083333,0.666667,0.583333,CONVEX,172
CONVEX,1.777778,WR,8,9,0.216216,0.222222,0.555556,0.333333,R,290
CONVEX,1.777778,WR,9,10,0.122449,0.361111,0.611111,0.25,CONVEX,427
CONVEX,1.777778,WR,10,11,0.18018,0.25,0.527778,0.277778,WR,99
CONVEX,1.777778,WR,11,12,0.25641,0.166667,0.583333,0.416667,R,269
CONVEX,1.777778,WR,12,13,0.186667,0.305556,0.694444,0.388889,WR,156
CONVEX,1.777778,WR,13,14,0.301587,0.166667,0.694444,0.527778,WR,702
CONVEX,1.777778,WR,14,15,0.12,0.361111,0.611111,0.25,CONVEX,244
CONVEX,1.777778,WR,15,16,0.266667,0.222222,0.722222,0.5,WR,183
CONVEX,1.777778,WR,16,17,0.106667,0.388889,0.611111,0.222222,WR,282
CONVEX,1.777778,WR,17,18,0.045977,0.472222,0.583333,0.111111,R,134
CONVEX,1.777778,WR,18,19,0.237037,0.25,0.694444,0.444444,R,113
CONVEX,1.777778,WR,19,20,0.173333,0.277778,0.638889,0.361111,R,134
CONVEX,1.777778,WR,20,21,0.125786,0.333333,0.611111,0.277778,WR,159
CONVEX,1.777778,WR,21,22,0.136054,0.333333,0.611111,0.277778,R,251
CONVEX,1.777778,WR,22,23,0.062893,0.416667,0.555556,0.138889,R,224
CONVEX,1.777778,WR,23,24,0.313725,0.166667,0.611111,0.444444,CONVEX,325
CONVEX,1.777778,WR,24,25,0.121212,0.333333,0.611111,0.277778,WR,195
CONVEX,1.777778,WR,25,26,0.130435,0.333333,0.583333,0.25,R,200
CONVEX,1.777778,WR,26,27,0.294118,0.138889,0.555556,0.416667,R,512
CONVEX,1.777778,WR,27,28,0.186047,0.25,0.583333,0.333333,WR,432
CONVEX,1.777778,WR,28,29,0.208333,0.166667,0.583333,0.416667,WR,234
CONVEX,1.777778,WR,29,30,0.155039,0.305556,0.583333,0.277778,CONVEX,217
CONVEX,1.777778,WR,30,31,0.17284,0.305556,0.694444,0.388889,CONVEX,115
CONVEX,1.777778,WR,31,32,0.093567,0.444444,0.666667,0.222222,CONVEX,172
CONVEX,1.777778,WR,32,33,0.222222,0.222222,0.611111,0.388889,R,269
CONVEX,1.777778,WR,33,34,0.141844,0.333333,0.611111,0.277778,WR,282
CONVEX,1.777778,WR,34,35,0.105263,0.388889,0.638889,0.25,CONVEX,106
CONVEX,1.777778,WR,35,36,0.100629,0.388889,0.611111,0.222222,WR,204
CONVEX,1.777778,WR,36,37,0.19883,0.222222,0.694444,0.472222,CONVEX,121
CONVEX,1.777778,WR,37,38,0.375,0.083333,0.583333,0.5,CONVEX,448
CONVEX,1.777778,WR,38,39,0.20155,0.277778,0.638889,0.361111,WR,492
CONVEX,1.777778,WR,39,40,0.253968,0.166667,0.611111,0.444444,R,356
CONVEX,1.777778,WR,40,41,0.105263,0.388889,0.638889,0.25,CONVEX,337
CONVEX,1.777778,WR,41,42,0.053333,0.416667,0.527778,0.111111,CONVEX,157
CONVEX,1.777778,WR,42,43,0.035088,0.472222,0.555556,0.083333,R,167
CONVEX,1.777778,WR,43,44,0.119048,0.416667,0.694444,0.277778,CONVEX,169
CONVEX,1.777778,WR,44,45,0.157576,0.305556,0.666667,0.361111,R,74
CONVEX,1.777778,WR,45,46,0.122449,0.333333,0.583333,0.25,WR,315
CONVEX,1.777778,WR,46,47,0.365591,0.083333,0.555556,0.472222,R,488
CONVEX,1.777778,WR,47,48,0.32381,0.111111,0.583333,0.472222,WR,225
CONVEX,1.777778,WR,48,49,0.148148,0.361111,0.694444,0.333333,WR,222
CONVEX,1.777778,WR,49,50,0.121212,0.333333,0.555556,0.222222,CONVEX,208
CONVEX,1.777778,WR,50,51,0.35,0.138889,0.722222,0.583333,CONVEX,94
CONVEX,1.777778,WR,51,52,0.237037,0.222222,0.666667,0.444444,WR,456
CONVEX,1.777778,WR,52,53,0.222222,0.194444,0.527778,0.333333,WR,339
CONVEX,1.777778,WR,53,54,0.176871,0.333333,0.694444,0.361111,WR,378
CONVEX,1.777778,WR,54,55,0.111111,0.361111,0.583333,0.222222,R,338
CONVEX,1.777778,WR,55,56,0.2,0.25,0.666667,0.416667,WR,189
CONVEX,1.777778,WR,56,57,0.237037,0.222222,0.666667,0.444444,R,416
CONVEX,1.777778,WR,57,58,0.12,0.333333,0.583333,0.25,WR,486
CONVEX,1.777778,WR,58,59,0.095238,0.388889,0.583333,0.194444,R,350
CONVEX,1.777778,WR,59,60,0.136054,0.305556,0.583333,0.277778,CONVEX,244
CONVEX,1.777778,WR,60,61,0.160494,0.305556,0.666667,0.361111,R,242
CONVEX,1.777778,WR,61,62,0.074074,0.416667,0.583333,0.166667,R,143
CONVEX,1.777778,WR,62,63,0.114943,0.416667,0.694444,0.277778,CONVEX,286
CONVEX,1.777778,WR,63,64,0.183333,0.25,0.555556,0.305556,CONVEX,241
CONVEX,1.777778,WR,64,65,0.115942,0.333333,0.555556,0.222222,R,104
CONVEX,1.777778,WR,65,66,0.15,0.25,0.5,0.25,R,323
CONVEX,1.777778,WR,66,67,0.202899,0.25,0.638889,0.388889,WR,270
CONVEX,1.777778,WR,67,68,0.231293,0.222222,0.694444,0.472222,CONVEX,421
CONVEX,1.777778,WR,68,69,0.16,0.277778,0.611111,0.333333,CONVEX,331
CONVEX,1.777778,WR,69,70,0.179487,0.25,0.638889,0.388889,WR,141
CONVEX,1.777778,WR,70,71,0.304348,0.055556,0.638889,0.583333,WR,123
CONVEX,1.777778,WR,71,72,0.111111,0.305556,0.5,0.194444,CONVEX,160
CONVEX,1.777778,WR,72,73,0.194444,0.305556,0.694444,0.388889,WR,372
CONVEX,1.777778,WR,73,74,0.253968,0.194444,0.638889,0.444444,WR,258
CONVEX,1.777778,WR,74,75,0.166667,0.333333,0.666667,0.333333,WR,258
CONVEX,1.777778,WR,75,76,0.324324,0.083333,0.583333,0.5,WR,231
CONVEX,1.777778,WR,76,77,0.059524,0.444444,0.583333,0.138889,WR,201
CONVEX,1.777778,WR,77,78,0.238095,0.138889,0.555556,0.416667,CONVEX,373
CONVEX,1.777778,WR,78,79,0.137931,0.388889,0.722222,0.333333,WR,186
CONVEX,1.777778,WR,79,80,0.20915,0.277778,0.722222,0.444444,WR,387
CONVEX,1.777778,WR,80,81,0.144928,0.305556,0.583333,0.277778,WR,81
CONVEX,1.777778,WR,81,82,0.217054,0.222222,0.611111,0.388889,WR,303
CONVEX,1.777778,WR,82,83,0.144928,0.305556,0.583333,0.277778,R,224
CONVEX,1.777778,WR,83,84,0.173333,0.277778,0.638889,0.361111,CONVEX,169
CONVEX,1.777778,WR,84,85,0.106667,0.361111,0.583333,0.222222,CONVEX,199
CONVEX,1.777778,WR,85,86,0.266667,0.111111,0.5,0.388889,R,287
CONVEX,1.777778,WR,86,87,0.143791,0.277778,0.583333,0.305556,WR,111
CONVEX,1.777778,WR,87,88,0.194444,0.305556,0.694444,0.388889,WR,312
CONVEX,1.777778,WR,88,89,0.247619,0.166667,0.527778,0.361111,WR,258
CONVEX,1.777778,WR,89,90,0.17094,0.222222,0.5,0.277778,R,434
CONVEX,1.777778,WR,90,91,0.231884,0.25,0.694444,0.444444,CONVEX,172
CONVEX,1.777778,WR,91,92,0.192308,0.222222,0.638889,0.416667,WR,108
CONVEX,1.777778,WR,92,93,0.222222,0.277778,0.722222,0.444444,R,341
CONVEX,1.777778,WR,93,94,0.2,0.222222,0.555556,0.333333,CONVEX,241
CONVEX,1.777778,WR,94,95,0.166667,0.277778,0.555556,0.277778,CONVEX,412
CONVEX,1.777778,WR,95,96,0.032787,0.527778,0.611111,0.083333,R,122
CONVEX,1.777778,WR,96,97,0.170543,0.277778,0.583333,0.305556,CONVEX,340
CONVEX,1.777778,WR,97,98,0.276423,0.194444,0.666667,0.472222,CONVEX,568
CONVEX,1.777778,WR,98,99,0.097222,0.333333,0.527778,0.194444,R,464
CONVEX,1.777778,WR,99,100,0.176871,0.305556,0.666667,0.361111,WR,192
CONVEX,2.0,GREEDY,0,1,0.137931,0.388889,0.722222,0.333333,R,242
CONVEX,2.0,GREEDY,1,2,0.153005,0.305556,0.694444,0.388889,CONVEX,145
CONVEX,2.0,GREEDY,2,3,0.197531,0.277778,0.722222,0.444444,GREEDY,216
CONVEX,2.0,GREEDY,3,4,0.166667,0.305556,0.722222,0.416667,GREEDY,180
CONVEX,2.0,GREEDY,4,5,0.125,0.416667,0.75,0.333333,GREEDY,144
CONVEX,2.0,GREEDY,5,6,0.088889,0.416667,0.638889,0.222222,R,284
CONVEX,2.0,GREEDY,6,7,0.084848,0.444444,0.638889,0.194444,CONVEX,286
CONVEX,2.0,GREEDY,7,8,0.253333,0.138889,0.666667,0.527778,CONVEX,154
CONVEX,2.0,GREEDY,8,9,0.153846,0.277778,0.611111,0.333333,CONVEX,358
CONVEX,2.0,GREEDY,9,10,0.075269,0.472222,0.666667,0.194444,R,113
CONVEX,2.0,GREEDY,10,11,0.20915,0.194444,0.638889,0.444444,R,287
CONVEX,2.0,GREEDY,11,12,0.185185,0.25,0.666667,0.416667,GREEDY,120
CONVEX,2.0,GREEDY,12,13,0.163743,0.305556,0.694444,0.388889,R,113
CONVEX,2.0,GREEDY,13,14,0.25641,0.138889,0.694444,0.555556,CONVEX,313
CONVEX,2.0,GREEDY,14,15,0.160494,0.277778,0.638889,0.361111,R,104
CONVEX,2.0,GREEDY,15,16,0.187135,0.277778,0.722222,0.444444,R,212
CONVEX,2.0,GREEDY,16,17,0.190476,0.25,0.694444,0.444444,R,632
CONVEX,2.0,GREEDY,17,18,0.104167,0.472222,0.75,0.277778,GREEDY,273
CONVEX,2.0,GREEDY,18,19,0.144444,0.361111,0.722222,0.361111,GREEDY,927
CONVEX,2.0,GREEDY,19,20,0.305556,0.111111,0.722222,0.611111,CONVEX,115
CONVEX,2.0,GREEDY,20,21,0.075269,0.5,0.694444,0.194444,R,296
CONVEX,2.0,GREEDY,21,22,0.079096,0.416667,0.611111,0.194444,R,290
CONVEX,2.0,GREEDY,22,23,0.054645,0.5,0.638889,0.138889,CONVEX,214
CONVEX,2.0,GREEDY,23,24,0.122222,0.388889,0.694444,0.305556,GREEDY,138
CONVEX,2.0,GREEDY,24,25,0.22619,0.194444,0.722222,0.527778,CONVEX,733
CONVEX,2.0,GREEDY,25,26,0.140351,0.333333,0.666667,0.333333,R,146
CONVEX,2.0,GREEDY,26,27,0.166667,0.277778,0.666667,0.388889,R,371
CONVEX,2.0,GREEDY,27,28,0.126437,0.388889,0.694444,0.305556,CONVEX,238
CONVEX,2.0,GREEDY,28,29,0.235294,0.166667,0.666667,0.5,NONE,1000
CONVEX,2.0,GREEDY,29,30,0.137931,0.361111,0.694444,0.333333,R,272
CONVEX,2.0,GREEDY,30,31,0.092308,0.444444,0.694444,0.25,R,422
CONVEX,2.0,GREEDY,31,32,0.0625,0.527778,0.694444,0.166667,CONVEX,235
CONVEX,2.0,GREEDY,32,33,0.160494,0.277778,0.638889,0.361111,GREEDY,477
CONVEX,2.0,GREEDY,33,34,0.066667,0.444444,0.611111,0.166667,R,170
CONVEX,2.0,GREEDY,34,35,0.137931,0.333333,0.666667,0.333333,GREEDY,255
CONVEX,2.0,GREEDY,35,36,0.08046,0.416667,0.611111,0.194444,CONVEX,325
CONVEX,2.0,GREEDY,36,37,0.16129,0.305556,0.722222,0.416667,GREEDY,672
CONVEX,2.0,GREEDY,37,38,0.416667,0.055556,0.75,0.694444,NONE,1000
CONVEX,2.0,GREEDY,38,39,0.248366,0.138889,0.666667,0.527778,CONVEX,139
CONVEX,2.0,GREEDY,39,40,0.107143,0.388889,0.638889,0.25,CONVEX,292
CONVEX,2.0,GREEDY,40,41,0.072917,0.5,0.694444,0.194444,CONVEX,334
CONVEX,2.0,GREEDY,41,42,0.230303,0.222222,0.75,0.527778,CONVEX,574
CONVEX,2.0,GREEDY,42,43,0.163934,0.361111,0.777778,0.416667,R,182
CONVEX,2.0,GREEDY,43,44,0.169492,0.333333,0.75,0.416667,R,164
CONVEX,2.0,GREEDY,44,45,0.163743,0.333333,0.722222,0.388889,CONVEX,472
CONVEX,2.0,GREEDY,45,46,0.10582,0.444444,0.722222,0.277778,R,233
CONVEX,2.0,GREEDY,46,47,0.226415,0.222222,0.722222,0.5,CONVEX,403
CONVEX,2.0,GREEDY,47,48,0.178571,0.277778,0.694444,0.416667,GREEDY,141
CONVEX,2.0,GREEDY,48,49,0.16092,0.277778,0.666667,0.388889,CONVEX,487
CONVEX,2.0,GREEDY,49,50,0.075269,0.472222,0.666667,0.194444,CONVEX,334
CONVEX,2.0,GREEDY,50,51,0.196721,0.25,0.75,0.5,GREEDY,645
CONVEX,2.0,GREEDY,51,52,0.155556,0.333333,0.722222,0.388889,R,227
CONVEX,2.0,GREEDY,52,53,0.178571,0.25,0.666667,0.416667,R,158
CONVEX,2.0,GREEDY,53,54,0.163934,0.333333,0.75,0.416667,R,410
CONVEX,2.0,GREEDY,54,55,0.10101,0.444444,0.722222,0.277778,GREEDY,312
CONVEX,2.0,GREEDY,55,56,0.105263,0.361111,0.611111,0.25,CONVEX,250
CONVEX,2.0,GREEDY,56,57,0.061538,0.527778,0.694444,0.166667,R,254
CONVEX,2.0,GREEDY,57,58,0.20915,0.194444,0.638889,0.444444,GREEDY,480
CONVEX,2.0,GREEDY,58,59,0.130952,0.361111,0.666667,0.305556,GREEDY,198
CONVEX,2.0,GREEDY,59,60,0.301887,0.111111,0.777778,0.666667,R,176
CONVEX,2.0,GREEDY,60,61,0.130952,0.333333,0.638889,0.305556,R,89
CONVEX,2.0,GREEDY,61,62,0.090395,0.416667,0.638889,0.222222,GREEDY,366
CONVEX,2.0,GREEDY,62,63,0.11828,0.416667,0.722222,0.305556,R,110
CONVEX,2.0,GREEDY,63,64,0.142857,0.333333,0.666667,0.333333,CONVEX,346
CONVEX,2.0,GREEDY,64,65,0.125,0.388889,0.722222,0.333333,R,173
CONVEX,2.0,GREEDY,65,66,0.051282,0.527778,0.666667,0.138889,GREEDY,186
CONVEX,2.0,GREEDY,66,67,0.083333,0.472222,0.694444,0.222222,R,86
CONVEX,2.0,GREEDY,67,68,0.269231,0.111111,0.694444,0.583333,GREEDY,591
CONVEX,2.0,GREEDY,68,69,0.181818,0.25,0.666667,0.416667,CONVEX,82
CONVEX,2.0,GREEDY,69,70,0.155556,0.305556,0.694444,0.388889,CONVEX,214
CONVEX,2.0,GREEDY,70,71,0.169697,0.277778,0.666667,0.388889,CONVEX,427
CONVEX,2.0,GREEDY,71,72,0.152047,0.333333,0.694444,0.361111,CONVEX,226
CONVEX,2.0,GREEDY,72,73,0.206897,0.277778,0.777778,0.5,GREEDY,138
CONVEX,2.0,GREEDY,73,74,0.131148,0.388889,0.722222,0.333333,GREEDY,318
CONVEX,2.0,GREEDY,74,75,0.116402,0.388889,0.694444,0.305556,GREEDY,225
CONVEX,2.0,GREEDY,75,76,0.178571,0.277778,0.694444,0.416667,GREEDY,189
CONVEX,2.0,GREEDY,76,77,0.112994,0.388889,0.666667,0.277778,R,266
CONVEX,2.0,GREEDY,77,78,0.213836,0.25,0.722222,0.472222,R,281
CONVEX,2.0,GREEDY,78,79,0.137566,0.416667,0.777778,0.361111,GREEDY,156
CONVEX,2.0,GREEDY,79,80,0.126984,0.388889,0.722222,0.333333,GREEDY,279
CONVEX,2.0,GREEDY,80,81,0.169697,0.277778,0.666667,0.388889,GREEDY,120
CONVEX,2.0,GREEDY,81,82,0.133333,0.361111,0.694444,0.333333,R,401
CONVEX,2.0,GREEDY,82,83,0.217687,0.194444,0.638889,0.444444,R,278
CONVEX,2.0,GREEDY,83,84,0.112994,0.361111,0.638889,0.277778,R,332
CONVEX,2.0,GREEDY,84,85,0.202381,0.25,0.722222,0.472222,CONVEX,250
CONVEX,2.0,GREEDY,85,86,0.119048,0.388889,0.666667,0.277778,R,434
CONVEX,2.0,GREEDY,86,87,0.126984,0.444444,0.777778,0.333333,GREEDY,288
CONVEX,2.0,GREEDY,87,88,0.185185,0.25,0.666667,0.416667,CONVEX,367
CONVEX,2.0,GREEDY,88,89,0.313725,0.111111,0.777778,0.666667,R,452
CONVEX,2.0,GREEDY,89,90,0.346667,0.083333,0.805556,0.722222,NONE,1000
CONVEX,2.0,GREEDY,90,91,0.238095,0.194444,0.75,0.555556,R,209
CONVEX,2.0,GREEDY,91,92,0.096774,0.472222,0.722222,0.25,CONVEX,163
CONVEX,2.0,GREEDY,92,93,0.122222,0.444444,0.75,0.305556,CONVEX,250
CONVEX,2.0,GREEDY,93,94,0.154762,0.305556,0.666667,0.361111,CONVEX,136
CONVEX,2.0,GREEDY,94,95,0.057471,0.444444,0.583333,0.138889,CONVEX,91
CONVEX,2.0,GREEDY,95,96,0.064516,0.5,0.666667,0.166667,CONVEX,247
CONVEX,2.0,GREEDY,96,97,0.137931,0.333333,0.666667,0.333333,R,281
CONVEX,2.0,GREEDY,97,98,0.150943,0.277778,0.611111,0.333333,CONVEX,355
CONVEX,2.0,GREEDY,98,99,0.154762,0.305556,0.666667,0.361111,R,317
CONVEX,2.0,GREEDY,99,100,0.166667,0.305556,0.694444,0.388889,R,389
CONVEX,2.0,AB,0,1,0.137931,0.388889,0.722222,0.333333,R,77
CONVEX,2.0,AB,1,2,0.177778,0.305556,0.75,0.444444,R,107
CONVEX,2.0,AB,2,3,0.312057,0.083333,0.694444,0.611111,R,74
CONVEX,2.0,AB,3,4,0.2,0.222222,0.722222,0.5,AB,78
CONVEX,2.0,AB,4,5,0.098361,0.416667,0.666667,0.25,CONVEX,73
CONVEX,2.0,AB,5,6,0.088889,0.416667,0.638889,0.222222,CONVEX,109
CONVEX,2.0,AB,6,7,0.08642,0.388889,0.583333,0.194444,AB,144
CONVEX,2.0,AB,7,8,0.194444,0.194444,0.583333,0.388889,AB,63
CONVEX,2.0,AB,8,9,0.133333,0.277778,0.555556,0.277778,R,83
