seed,method,lambda,node_id,capacity_dual
1,LP,0.2222222222222222,45,0.0
1,LP,0.2222222222222222,46,0.0
1,LP,0.2222222222222222,47,0.0
1,LP,0.2222222222222222,48,0.0
1,LP,0.2222222222222222,49,0.0
1,LP,0.2222222222222222,50,0.0
1,LP,0.2222222222222222,51,0.0
1,LP,0.2222222222222222,52,0.0
1,LP,0.2222222222222222,53,0.0
1,LP,0.4444444444444444,0,0.0
1,LP,0.4444444444444444,1,0.0013573830025339947
1,LP,0.4444444444444444,2,0.0
1,LP,0.4444444444444444,3,0.0
1,LP,0.4444444444444444,4,0.0
1,LP,0.4444444444444444,5,0.0
1,LP,0.4444444444444444,6,0.0
1,LP,0.4444444444444444,7,0.0
1,LP,0.4444444444444444,8,0.004104486110193742
1,LP,0.4444444444444444,9,0.0
1,LP,0.4444444444444444,10,0.004999492519331371
1,LP,0.4444444444444444,11,0.0
1,LP,0.4444444444444444,12,0.0
1,LP,0.4444444444444444,13,0.0
1,LP,0.4444444444444444,14,0.0
1,LP,0.4444444444444444,15,0.0
1,LP,0.4444444444444444,16,0.001435325885668714
1,LP,0.4444444444444444,17,0.0
1,LP,0.4444444444444444,18,0.0
1,LP,0.4444444444444444,19,0.0
1,LP,0.4444444444444444,20,0.0010414482324747727
1,LP,0.4444444444444444,21,0.0
1,LP,0.4444444444444444,22,0.0
1,LP,0.4444444444444444,23,0.0
1,LP,0.4444444444444444,24,0.0
1,LP,0.4444444444444444,25,0.0
1,LP,0.4444444444444444,26,0.0
1,LP,0.4444444444444444,27,0.0
1,LP,0.4444444444444444,28,0.0
1,LP,0.4444444444444444,29,0.0
1,LP,0.4444444444444444,30,0.0
1,LP,0.4444444444444444,31,0.0
1,LP,0.4444444444444444,32,0.0
1,LP,0.4444444444444444,33,0.0
1,LP,0.4444444444444444,34,0.0
1,LP,0.4444444444444444,35,0.0
1,LP,0.4444444444444444,36,0.0
1,LP,0.4444444444444444,37,0.0
1,LP,0.4444444444444444,38,0.0
1,LP,0.4444444444444444,39,0.0
